timestamp;nodeId;nodeX;nodeY;pressure;accuracy
1583773806405;VielberthGebaeude.2.78;1871.00;330.00;970.471;3
1583773806504;VielberthGebaeude.2.78;1871.00;330.00;970.471;3
1583773806604;VielberthGebaeude.2.78;1871.00;330.00;970.500;3
1583773806704;VielberthGebaeude.2.78;1871.00;330.00;970.535;3
1583773806804;VielberthGebaeude.2.78;1871.00;330.00;970.535;3
1583773806906;VielberthGebaeude.2.78;1871.00;330.00;970.562;3
1583773807006;VielberthGebaeude.2.78;1871.00;330.00;970.562;3
1583773807108;VielberthGebaeude.2.78;1871.00;330.00;970.578;3
1583773807210;VielberthGebaeude.2.78;1871.00;330.00;970.578;3
1583773807310;VielberthGebaeude.2.78;1871.00;330.00;970.607;3
1583773807412;VielberthGebaeude.2.78;1871.00;330.00;970.607;3
1583773807513;VielberthGebaeude.2.78;1871.00;330.00;970.631;3
1583773807614;VielberthGebaeude.2.78;1871.00;330.00;970.623;3
1583773807716;VielberthGebaeude.2.78;1871.00;330.00;970.623;3
1583773807818;VielberthGebaeude.2.78;1871.00;330.00;970.611;3
1583773807918;VielberthGebaeude.2.78;1871.00;330.00;970.611;3
1583773808021;VielberthGebaeude.2.78;1871.00;330.00;970.618;3
1583773808122;VielberthGebaeude.2.78;1871.00;330.00;970.618;3
1583773808225;VielberthGebaeude.2.78;1871.00;330.00;970.610;3
1583773808326;VielberthGebaeude.2.78;1871.00;330.00;970.610;3
1583773808426;VielberthGebaeude.2.78;1871.00;330.00;970.620;3
1583773808527;VielberthGebaeude.2.78;1871.00;330.00;970.638;3
1583773808628;VielberthGebaeude.2.78;1871.00;330.00;970.638;3
1583773808727;VielberthGebaeude.2.78;1871.00;330.00;970.644;3
1583773808830;VielberthGebaeude.2.78;1871.00;330.00;970.644;3
1583773808934;VielberthGebaeude.2.78;1871.00;330.00;970.641;3
1583773809038;VielberthGebaeude.2.78;1871.00;330.00;970.641;3
1583773809143;VielberthGebaeude.2.78;1871.00;330.00;970.652;3
1583773809247;VielberthGebaeude.2.78;1871.00;330.00;970.652;3
1583773809348;VielberthGebaeude.2.78;1871.00;330.00;970.638;3
1583773809449;VielberthGebaeude.2.78;1871.00;330.00;970.648;3
1583773809551;VielberthGebaeude.2.78;1871.00;330.00;970.648;3
1583773809652;VielberthGebaeude.2.78;1871.00;330.00;970.650;3
1583773809754;VielberthGebaeude.2.78;1871.00;330.00;970.650;3
1583773809857;VielberthGebaeude.2.78;1871.00;330.00;970.638;3
1583773809959;VielberthGebaeude.2.78;1871.00;330.00;970.638;3
1583773810061;VielberthGebaeude.2.78;1871.00;330.00;970.644;3
1583773810163;VielberthGebaeude.2.78;1871.00;330.00;970.644;3
1583773810268;VielberthGebaeude.2.78;1871.00;330.00;970.644;3
1583773810370;VielberthGebaeude.2.78;1871.00;330.00;970.638;3
1583773810476;VielberthGebaeude.2.78;1871.00;330.00;970.638;3
1583773810579;VielberthGebaeude.2.78;1871.00;330.00;970.649;3
1583773810681;VielberthGebaeude.2.78;1871.00;330.00;970.649;3
1583773810782;VielberthGebaeude.2.78;1871.00;330.00;970.646;3
1583773810883;VielberthGebaeude.2.78;1871.00;330.00;970.646;3
1583773810983;VielberthGebaeude.2.78;1871.00;330.00;970.657;3
1583773811090;VielberthGebaeude.2.78;1871.00;330.00;970.657;3
1583773811190;VielberthGebaeude.2.78;1871.00;330.00;970.655;3
1583773811290;VielberthGebaeude.2.78;1871.00;330.00;970.657;3
1583773811390;VielberthGebaeude.2.78;1871.00;330.00;970.657;3
1583773811490;VielberthGebaeude.2.78;1871.00;330.00;970.654;3
1583773811590;VielberthGebaeude.2.78;1871.00;330.00;970.654;3
1583773811692;VielberthGebaeude.2.78;1871.00;330.00;970.652;3
1583773811792;VielberthGebaeude.2.78;1871.00;330.00;970.652;3
1583773811895;VielberthGebaeude.2.78;1871.00;330.00;970.653;3
1583773811998;VielberthGebaeude.2.78;1871.00;330.00;970.653;3
1583773812100;VielberthGebaeude.2.78;1871.00;330.00;970.653;3
1583773812203;VielberthGebaeude.2.78;1871.00;330.00;970.645;3
1583773812304;VielberthGebaeude.2.78;1871.00;330.00;970.645;3
1583773812406;VielberthGebaeude.2.78;1871.00;330.00;970.648;3
1583773812508;VielberthGebaeude.2.78;1871.00;330.00;970.648;3
1583773812608;VielberthGebaeude.2.78;1871.00;330.00;970.648;3
1583773812709;VielberthGebaeude.2.78;1871.00;330.00;970.648;3
1583773812811;VielberthGebaeude.2.78;1871.00;330.00;970.646;3
1583773812913;VielberthGebaeude.2.78;1871.00;330.00;970.646;3
1583773813014;VielberthGebaeude.2.78;1871.00;330.00;970.655;3
1583773813115;VielberthGebaeude.2.78;1871.00;330.00;970.656;3
1583773813218;VielberthGebaeude.2.78;1871.00;330.00;970.656;3
1583773813319;VielberthGebaeude.2.78;1871.00;330.00;970.659;3
1583773813419;VielberthGebaeude.2.78;1871.00;330.00;970.659;3
1583773813520;VielberthGebaeude.2.78;1871.00;330.00;970.645;3
1583773813620;VielberthGebaeude.2.78;1871.00;330.00;970.645;3
1583773813720;VielberthGebaeude.2.78;1871.00;330.00;970.634;3
1583773813822;VielberthGebaeude.2.78;1871.00;330.00;970.634;3
1583773813925;VielberthGebaeude.2.78;1871.00;330.00;970.631;3
1583773814027;VielberthGebaeude.2.78;1871.00;330.00;970.634;3
1583773814129;VielberthGebaeude.2.78;1871.00;330.00;970.634;3
1583773814230;VielberthGebaeude.2.78;1871.00;330.00;970.614;3
1583773814332;VielberthGebaeude.2.78;1871.00;330.00;970.614;3
1583773814432;VielberthGebaeude.2.78;1871.00;330.00;970.624;3
1583773814537;VielberthGebaeude.2.78;1871.00;330.00;970.624;3
1583773814637;VielberthGebaeude.2.78;1871.00;330.00;970.628;3
1583773814738;VielberthGebaeude.2.78;1871.00;330.00;970.628;3
1583773814839;VielberthGebaeude.2.78;1871.00;330.00;970.639;3
1583773814942;VielberthGebaeude.2.78;1871.00;330.00;970.647;3
1583773815046;VielberthGebaeude.2.78;1871.00;330.00;970.647;3
1583773815147;VielberthGebaeude.2.78;1871.00;330.00;970.647;3
1583773815249;VielberthGebaeude.2.78;1871.00;330.00;970.647;3
1583773815350;VielberthGebaeude.2.78;1871.00;330.00;970.660;3
1583773815452;VielberthGebaeude.2.78;1871.00;330.00;970.660;3
1583773815554;VielberthGebaeude.2.78;1871.00;330.00;970.668;3
1583773815656;VielberthGebaeude.2.78;1871.00;330.00;970.668;3
1583773815757;VielberthGebaeude.2.78;1871.00;330.00;970.660;3
1583773815859;VielberthGebaeude.2.78;1871.00;330.00;970.662;3
1583773815961;VielberthGebaeude.2.78;1871.00;330.00;970.662;3
1583773816060;VielberthGebaeude.2.78;1871.00;330.00;970.663;3
1583773816165;VielberthGebaeude.2.78;1871.00;330.00;970.663;3
1583773816265;VielberthGebaeude.2.78;1871.00;330.00;970.675;3
1583773816366;VielberthGebaeude.2.78;1871.00;330.00;970.675;3
1583773816465;VielberthGebaeude.2.78;1871.00;330.00;970.670;3
1583773816565;VielberthGebaeude.2.78;1871.00;330.00;970.670;3
1583773816665;VielberthGebaeude.2.78;1871.00;330.00;970.665;3
1583773816767;VielberthGebaeude.2.78;1871.00;330.00;970.669;3
1583773816868;VielberthGebaeude.2.78;1871.00;330.00;970.669;3
1583773816970;VielberthGebaeude.2.78;1871.00;330.00;970.676;3
1583773817070;VielberthGebaeude.2.78;1871.00;330.00;970.676;3
1583773817171;VielberthGebaeude.2.78;1871.00;330.00;970.675;3
1583773817274;VielberthGebaeude.2.78;1871.00;330.00;970.675;3
1583773817378;VielberthGebaeude.2.78;1871.00;330.00;970.677;3
1583773817482;VielberthGebaeude.2.78;1871.00;330.00;970.677;3
1583773817584;VielberthGebaeude.2.78;1871.00;330.00;970.676;3
1583773817685;VielberthGebaeude.2.78;1871.00;330.00;970.686;3
1583773817789;VielberthGebaeude.2.78;1871.00;330.00;970.686;3
1583773817891;VielberthGebaeude.2.78;1871.00;330.00;970.689;3
1583773817991;VielberthGebaeude.2.78;1871.00;330.00;970.689;3
1583773818094;VielberthGebaeude.2.78;1871.00;330.00;970.680;3
1583773818197;VielberthGebaeude.2.78;1871.00;330.00;970.680;3
1583773818298;VielberthGebaeude.2.78;1871.00;330.00;970.673;3
1583773818399;VielberthGebaeude.2.78;1871.00;330.00;970.673;3
1583773818501;VielberthGebaeude.2.78;1871.00;330.00;970.670;3
1583773818602;VielberthGebaeude.2.78;1871.00;330.00;970.666;3
1583773818703;VielberthGebaeude.2.78;1871.00;330.00;970.666;3
1583773818804;VielberthGebaeude.2.78;1871.00;330.00;970.667;3
1583773818906;VielberthGebaeude.2.78;1871.00;330.00;970.667;3
1583773819006;VielberthGebaeude.2.78;1871.00;330.00;970.658;3
1583773819108;VielberthGebaeude.2.78;1871.00;330.00;970.658;3
1583773819210;VielberthGebaeude.2.78;1871.00;330.00;970.661;3
1583773819311;VielberthGebaeude.2.78;1871.00;330.00;970.661;3
