timestamp;nodeId;nodeX;nodeY;pressure;accuracy
1582889939669;VielberthGebaeude.1.52;1843.00;389.00;974.355;3
1582889939852;VielberthGebaeude.1.52;1843.00;389.00;974.366;3
1582889940037;VielberthGebaeude.1.52;1843.00;389.00;974.383;3
1582889940220;VielberthGebaeude.1.52;1843.00;389.00;974.394;3
1582889940402;VielberthGebaeude.1.52;1843.00;389.00;974.423;3
1582889940585;VielberthGebaeude.1.52;1843.00;389.00;974.425;3
1582889940764;VielberthGebaeude.1.52;1843.00;389.00;974.425;3
1582889940944;VielberthGebaeude.1.52;1843.00;389.00;974.419;3
1582889941131;VielberthGebaeude.1.52;1843.00;389.00;974.421;3
1582889941311;VielberthGebaeude.1.52;1843.00;389.00;974.419;3
1582889941491;VielberthGebaeude.1.52;1843.00;389.00;974.421;3
1582889941671;VielberthGebaeude.1.52;1843.00;389.00;974.421;3
1582889941854;VielberthGebaeude.1.52;1843.00;389.00;974.419;3
1582889942036;VielberthGebaeude.1.52;1843.00;389.00;974.417;3
1582889942218;VielberthGebaeude.1.52;1843.00;389.00;974.414;3
1582889942398;VielberthGebaeude.1.52;1843.00;389.00;974.420;3
1582889942578;VielberthGebaeude.1.52;1843.00;389.00;974.428;3
1582889942760;VielberthGebaeude.1.52;1843.00;389.00;974.429;3
1582889942941;VielberthGebaeude.1.52;1843.00;389.00;974.431;3
1582889943122;VielberthGebaeude.1.52;1843.00;389.00;974.420;3
1582889943304;VielberthGebaeude.1.52;1843.00;389.00;974.417;3
1582889943484;VielberthGebaeude.1.52;1843.00;389.00;974.414;3
1582889943665;VielberthGebaeude.1.52;1843.00;389.00;974.402;3
1582889943848;VielberthGebaeude.1.52;1843.00;389.00;974.389;3
1582889944028;VielberthGebaeude.1.52;1843.00;389.00;974.385;3
1582889944210;VielberthGebaeude.1.52;1843.00;389.00;974.380;3
1582889944391;VielberthGebaeude.1.52;1843.00;389.00;974.387;3
1582889944574;VielberthGebaeude.1.52;1843.00;389.00;974.386;3
1582889944755;VielberthGebaeude.1.52;1843.00;389.00;974.386;3
1582889944936;VielberthGebaeude.1.52;1843.00;389.00;974.396;3
1582889945120;VielberthGebaeude.1.52;1843.00;389.00;974.404;3
1582889945303;VielberthGebaeude.1.52;1843.00;389.00;974.410;3
1582889945488;VielberthGebaeude.1.52;1843.00;389.00;974.418;3
1582889945670;VielberthGebaeude.1.52;1843.00;389.00;974.418;3
1582889945851;VielberthGebaeude.1.52;1843.00;389.00;974.416;3
1582889946031;VielberthGebaeude.1.52;1843.00;389.00;974.418;3
1582889946214;VielberthGebaeude.1.52;1843.00;389.00;974.412;3
1582889946396;VielberthGebaeude.1.52;1843.00;389.00;974.428;3
1582889946577;VielberthGebaeude.1.52;1843.00;389.00;974.419;3
1582889946760;VielberthGebaeude.1.52;1843.00;389.00;974.419;3
1582889946940;VielberthGebaeude.1.52;1843.00;389.00;974.425;3
1582889947120;VielberthGebaeude.1.52;1843.00;389.00;974.436;3
1582889947304;VielberthGebaeude.1.52;1843.00;389.00;974.428;3
1582889947486;VielberthGebaeude.1.52;1843.00;389.00;974.424;3
1582889947666;VielberthGebaeude.1.52;1843.00;389.00;974.418;3
1582889947846;VielberthGebaeude.1.52;1843.00;389.00;974.427;3
1582889948026;VielberthGebaeude.1.52;1843.00;389.00;974.422;3
1582889948206;VielberthGebaeude.1.52;1843.00;389.00;974.422;3
1582889948386;VielberthGebaeude.1.52;1843.00;389.00;974.411;3
1582889948567;VielberthGebaeude.1.52;1843.00;389.00;974.418;3
1582889948749;VielberthGebaeude.1.52;1843.00;389.00;974.427;3
1582889948933;VielberthGebaeude.1.52;1843.00;389.00;974.426;3
1582889949115;VielberthGebaeude.1.52;1843.00;389.00;974.415;3
1582889949295;VielberthGebaeude.1.52;1843.00;389.00;974.419;3
1582889949476;VielberthGebaeude.1.52;1843.00;389.00;974.411;3
1582889949657;VielberthGebaeude.1.52;1843.00;389.00;974.420;3
1582889949840;VielberthGebaeude.1.52;1843.00;389.00;974.424;3
1582889950025;VielberthGebaeude.1.52;1843.00;389.00;974.421;3
1582889950207;VielberthGebaeude.1.52;1843.00;389.00;974.419;3
1582889950386;VielberthGebaeude.1.52;1843.00;389.00;974.435;3
1582889950566;VielberthGebaeude.1.52;1843.00;389.00;974.441;3
1582889950750;VielberthGebaeude.1.52;1843.00;389.00;974.458;3
1582889950929;VielberthGebaeude.1.52;1843.00;389.00;974.465;3
1582889951111;VielberthGebaeude.1.52;1843.00;389.00;974.483;3
1582889951292;VielberthGebaeude.1.52;1843.00;389.00;974.492;3
1582889951472;VielberthGebaeude.1.52;1843.00;389.00;974.492;3
1582889951655;VielberthGebaeude.1.52;1843.00;389.00;974.492;3
1582889951837;VielberthGebaeude.1.52;1843.00;389.00;974.488;3
1582889952018;VielberthGebaeude.1.52;1843.00;389.00;974.491;3
1582889952199;VielberthGebaeude.1.52;1843.00;389.00;974.498;3
1582889952380;VielberthGebaeude.1.52;1843.00;389.00;974.487;3
1582889952561;VielberthGebaeude.1.52;1843.00;389.00;974.481;3
1582889952741;VielberthGebaeude.1.52;1843.00;389.00;974.484;3
1582889952921;VielberthGebaeude.1.52;1843.00;389.00;974.478;3
1582889953101;VielberthGebaeude.1.52;1843.00;389.00;974.490;3
1582889953281;VielberthGebaeude.1.52;1843.00;389.00;974.477;3
1582889953462;VielberthGebaeude.1.52;1843.00;389.00;974.470;3
1582889953646;VielberthGebaeude.1.52;1843.00;389.00;974.465;3
1582889953827;VielberthGebaeude.1.52;1843.00;389.00;974.467;3
1582889954007;VielberthGebaeude.1.52;1843.00;389.00;974.462;3
1582889954189;VielberthGebaeude.1.52;1843.00;389.00;974.466;3
1582889954369;VielberthGebaeude.1.52;1843.00;389.00;974.459;3
1582889954552;VielberthGebaeude.1.52;1843.00;389.00;974.457;3
1582889954737;VielberthGebaeude.1.52;1843.00;389.00;974.454;3
1582889954917;VielberthGebaeude.1.52;1843.00;389.00;974.460;3
1582889955099;VielberthGebaeude.1.52;1843.00;389.00;974.476;3
1582889955282;VielberthGebaeude.1.52;1843.00;389.00;974.473;3
1582889955463;VielberthGebaeude.1.52;1843.00;389.00;974.476;3
1582889955644;VielberthGebaeude.1.52;1843.00;389.00;974.472;3
1582889955827;VielberthGebaeude.1.52;1843.00;389.00;974.468;3
1582889956008;VielberthGebaeude.1.52;1843.00;389.00;974.466;3
1582889956189;VielberthGebaeude.1.52;1843.00;389.00;974.464;3
1582889956370;VielberthGebaeude.1.52;1843.00;389.00;974.444;3
1582889956551;VielberthGebaeude.1.52;1843.00;389.00;974.430;3
1582889956734;VielberthGebaeude.1.52;1843.00;389.00;974.417;3
1582889956919;VielberthGebaeude.1.52;1843.00;389.00;974.405;3
1582889957101;VielberthGebaeude.1.52;1843.00;389.00;974.401;3
