,timestamp,00:a0:57:2d:87:8d,00:a0:57:2d:dc:c9,00:a0:57:30:bd:c8,00:a0:57:30:be:8d,00:a0:57:30:bf:72,00:a0:57:30:bf:85,00:a0:57:30:bf:b2,00:a0:57:30:bf:f7,00:a0:57:31:02:6c,00:a0:57:31:03:66,00:a0:57:35:25:5c,00:a0:57:35:25:81,00:a0:57:35:25:9f,00:a0:57:35:26:d8,00:a0:57:35:27:b4,00:a0:57:35:2b:89,00:a0:57:35:2b:8e,00:a0:57:35:2b:95,00:a0:57:35:2b:fa,00:a0:57:35:2c:68,00:a0:57:35:2c:92,00:a0:57:35:2d:63,00:a0:57:35:51:d2,00:a0:57:35:52:5f,00:a0:57:35:53:0b,00:a0:57:35:53:0f,00:a0:57:35:91:af,00:a0:57:35:a0:45,02:a0:57:2d:87:8d,02:a0:57:2d:dc:c9,02:a0:57:30:bd:c8,02:a0:57:30:be:8d,02:a0:57:30:be:fb,02:a0:57:30:bf:72,02:a0:57:30:bf:85,02:a0:57:30:bf:b2,02:a0:57:30:bf:f7,02:a0:57:30:c0:66,02:a0:57:31:02:6c,02:a0:57:31:03:66,02:a0:57:35:25:5c,02:a0:57:35:25:81,02:a0:57:35:25:9f,02:a0:57:35:26:d8,02:a0:57:35:27:b4,02:a0:57:35:2b:89,02:a0:57:35:2b:8e,02:a0:57:35:2b:95,02:a0:57:35:2b:fa,02:a0:57:35:2c:68,02:a0:57:35:2c:92,02:a0:57:35:2d:63,02:a0:57:35:51:d2,02:a0:57:35:52:5f,02:a0:57:35:53:0b,02:a0:57:35:53:0f,02:a0:57:35:91:af,02:a0:57:35:a0:45,06:a0:57:2d:87:8d,06:a0:57:2d:dc:c9,06:a0:57:30:bd:c8,06:a0:57:30:be:8d,06:a0:57:30:bf:72,06:a0:57:30:bf:85,06:a0:57:30:bf:b2,06:a0:57:30:bf:f7,06:a0:57:31:02:6c,06:a0:57:31:03:66,06:a0:57:35:25:5c,06:a0:57:35:25:81,06:a0:57:35:25:9f,06:a0:57:35:26:d8,06:a0:57:35:27:b4,06:a0:57:35:2b:89,06:a0:57:35:2b:8e,06:a0:57:35:2b:95,06:a0:57:35:2b:fa,06:a0:57:35:2c:68,06:a0:57:35:2c:92,06:a0:57:35:2d:63,06:a0:57:35:51:d2,06:a0:57:35:52:5f,06:a0:57:35:53:0b,06:a0:57:35:53:0f,06:a0:57:35:91:af,06:a0:57:35:a0:45,0a:a0:57:2d:87:8d,0a:a0:57:2d:dc:c9,0a:a0:57:30:bd:c8,0a:a0:57:30:be:8d,0a:a0:57:30:be:fb,0a:a0:57:30:bf:72,0a:a0:57:30:bf:85,0a:a0:57:30:bf:b2,0a:a0:57:30:bf:f7,0a:a0:57:31:02:6c,0a:a0:57:31:03:66,0a:a0:57:35:25:5c,0a:a0:57:35:25:81,0a:a0:57:35:25:9f,0a:a0:57:35:26:d8,0a:a0:57:35:27:b4,0a:a0:57:35:2b:89,0a:a0:57:35:2b:8e,0a:a0:57:35:2b:95,0a:a0:57:35:2b:fa,0a:a0:57:35:2c:68,0a:a0:57:35:2c:92,0a:a0:57:35:2d:63,0a:a0:57:35:51:d2,0a:a0:57:35:52:5f,0a:a0:57:35:53:0b,0a:a0:57:35:53:0f,0a:a0:57:35:91:af,0a:a0:57:35:a0:45,0e:a0:57:48:09:09,pressure,nodeId,00:a0:57:30:be:fb,00:a0:57:35:2c:43,00:a0:57:35:52:61,02:a0:57:35:52:61,02:a0:57:35:96:ce,06:a0:57:30:be:fb,06:a0:57:30:bf:cf,06:a0:57:35:2c:43,06:a0:57:35:52:61,0a:a0:57:30:bf:cf,0a:a0:57:35:2c:43,0a:a0:57:35:52:61,0a:a0:57:35:96:ce,00:a0:57:35:96:ce,06:a0:57:30:c0:66,0a:a0:57:2d:89:c8,0a:a0:57:30:c0:66,0a:a0:57:35:25:78,0a:a0:57:48:09:09,00:a0:57:29:7f:7a,00:a0:57:29:7f:d8,00:a0:57:29:94:a6,00:a0:57:2d:88:2d,00:a0:57:2d:dc:de,00:a0:57:30:be:a5,00:a0:57:30:be:f8,00:a0:57:30:bf:2f,00:a0:57:30:bf:cf,00:a0:57:30:c0:29,00:a0:57:30:c0:49,00:a0:57:30:ff:2d,00:a0:57:30:ff:51,00:a0:57:31:02:12,00:a0:57:35:25:75,00:a0:57:35:25:78,00:a0:57:35:27:f8,00:a0:57:35:28:03,00:a0:57:35:2b:76,00:a0:57:35:2b:88,00:a0:57:35:2b:94,00:a0:57:35:2b:9c,00:a0:57:35:2c:64,00:a0:57:35:53:18,00:a0:57:35:91:a7,02:a0:57:29:7f:7a,02:a0:57:29:94:a6,02:a0:57:2d:88:2d,02:a0:57:2d:dc:de,02:a0:57:30:be:a5,02:a0:57:30:be:f8,02:a0:57:30:bf:2f,02:a0:57:30:bf:cf,02:a0:57:30:c0:29,02:a0:57:30:c0:49,02:a0:57:30:ff:2d,02:a0:57:30:ff:51,02:a0:57:31:02:12,02:a0:57:35:25:75,02:a0:57:35:25:78,02:a0:57:35:27:f8,02:a0:57:35:28:03,02:a0:57:35:2b:88,02:a0:57:35:2b:94,02:a0:57:35:2b:9c,02:a0:57:35:2c:64,02:a0:57:35:53:18,02:a0:57:35:91:a7,02:a0:57:35:93:79,06:a0:57:29:7f:7a,06:a0:57:29:94:a6,06:a0:57:2d:88:2d,06:a0:57:2d:dc:de,06:a0:57:30:be:a5,06:a0:57:30:be:f8,06:a0:57:30:bf:2f,06:a0:57:30:c0:29,06:a0:57:30:c0:49,06:a0:57:30:ff:2d,06:a0:57:30:ff:51,06:a0:57:31:02:12,06:a0:57:35:25:75,06:a0:57:35:25:78,06:a0:57:35:27:f8,06:a0:57:35:28:03,06:a0:57:35:2b:76,06:a0:57:35:2b:88,06:a0:57:35:2b:94,06:a0:57:35:2b:9c,06:a0:57:35:2c:64,06:a0:57:35:53:18,06:a0:57:35:91:a7,06:a0:57:35:93:79,0a:a0:57:29:7f:7a,0a:a0:57:29:94:a6,0a:a0:57:2d:88:2d,0a:a0:57:2d:dc:de,0a:a0:57:30:be:a5,0a:a0:57:30:be:f8,0a:a0:57:30:bf:2f,0a:a0:57:30:c0:29,0a:a0:57:30:c0:49,0a:a0:57:30:ff:2d,0a:a0:57:30:ff:51,0a:a0:57:31:02:12,0a:a0:57:35:25:75,0a:a0:57:35:27:f8,0a:a0:57:35:28:03,0a:a0:57:35:2b:76,0a:a0:57:35:2b:88,0a:a0:57:35:2b:94,0a:a0:57:35:2b:9c,0a:a0:57:35:2c:64,0a:a0:57:35:53:08,0a:a0:57:35:91:a7,0a:a0:57:35:93:79,00:a0:57:35:93:79,02:a0:57:35:2b:76,0a:a0:57:35:53:18,00:a0:57:35:2b:b3,02:a0:57:35:2b:81,02:a0:57:35:2b:b3,06:a0:57:35:2b:b3,0a:a0:57:35:2b:b3,00:a0:57:30:c0:66,06:a0:57:35:96:ce,00:a0:57:48:08:fb,00:a0:57:48:09:09,00:a0:57:48:09:ea,00:a0:57:48:09:ee,00:a0:57:48:09:ef,00:a0:57:48:09:f7,02:a0:57:48:08:fb,02:a0:57:48:09:09,02:a0:57:48:09:ea,02:a0:57:48:09:ee,02:a0:57:48:09:ef,06:a0:57:48:08:fb,06:a0:57:48:09:09,06:a0:57:48:09:ea,06:a0:57:48:09:ee,06:a0:57:48:09:ef,06:a0:57:48:74:b0,0a:a0:57:48:08:fb,0a:a0:57:48:09:ea,0a:a0:57:48:09:ee,0a:a0:57:48:09:ef,0e:a0:57:48:08:fb,0e:a0:57:48:09:ea,0e:a0:57:48:09:ee,0e:a0:57:48:09:ef,02:a0:57:48:09:f7,06:a0:57:48:09:f7,0a:a0:57:48:09:f7,0e:a0:57:48:09:f7,00:a0:57:2d:89:c8,02:a0:57:2d:89:c8,02:a0:57:22:df:1a,0a:a0:57:22:df:1a,00:a0:57:3b:40:66,02:a0:57:3b:40:66,06:a0:57:3b:40:66,0a:a0:57:3b:40:66,0e:a0:57:3b:40:66,00:a0:57:30:ff:13,00:a0:57:31:05:6c,00:a0:57:35:51:d5,00:a0:57:35:53:17,00:a0:57:35:96:66,02:a0:57:30:ff:13,02:a0:57:31:05:6c,02:a0:57:35:2c:43,02:a0:57:35:51:d5,02:a0:57:35:53:17,02:a0:57:35:96:66,06:a0:57:30:ff:13,06:a0:57:31:05:6c,06:a0:57:35:51:d5,06:a0:57:35:53:17,06:a0:57:35:96:66,0a:a0:57:30:ff:13,0a:a0:57:31:05:6c,0a:a0:57:35:51:d5,0a:a0:57:35:53:17,0a:a0:57:35:96:66,00:a0:57:30:ff:36,00:a0:57:31:01:68,00:a0:57:31:02:6a,00:a0:57:35:51:d1,00:a0:57:35:52:f9,00:a0:57:35:92:16,00:a0:57:35:93:3f,02:a0:57:30:ff:2b,02:a0:57:30:ff:36,02:a0:57:31:01:f0,02:a0:57:31:02:6a,02:a0:57:35:51:d1,02:a0:57:35:52:f9,02:a0:57:35:92:16,02:a0:57:35:93:3f,06:a0:57:30:ff:2b,06:a0:57:30:ff:36,06:a0:57:31:01:f0,06:a0:57:31:02:6a,06:a0:57:35:51:d1,06:a0:57:35:52:f9,06:a0:57:35:92:16,06:a0:57:35:93:3f,0a:a0:57:30:ff:2b,0a:a0:57:30:ff:36,0a:a0:57:31:01:f0,0a:a0:57:31:02:6a,0a:a0:57:35:51:d1,0a:a0:57:35:52:f9,0a:a0:57:35:53:14,0a:a0:57:35:92:16,0a:a0:57:35:93:3f,00:a0:57:30:fe:f7,00:a0:57:35:2b:85,02:a0:57:30:fe:f7,02:a0:57:31:01:68,06:a0:57:30:fe:f7,06:a0:57:31:01:68,0a:a0:57:30:fe:f7,00:a0:57:30:c0:46,00:a0:57:35:91:b0,02:a0:57:30:c0:46,02:a0:57:35:2b:84,02:a0:57:35:91:b0,06:a0:57:30:c0:46,06:a0:57:35:2b:84,06:a0:57:35:91:b0,0a:a0:57:30:c0:46,0a:a0:57:35:2b:84,0a:a0:57:35:91:b0,0e:a0:57:30:c0:46,00:a0:57:31:01:f0,0a:a0:57:31:01:68,00:a0:57:22:e3:1e,06:a0:57:22:e3:1e,02:a0:57:29:7f:d8,06:a0:57:29:7f:d8,0a:a0:57:29:7f:d8,00:a0:57:35:2d:51,02:a0:57:35:2d:51,06:a0:57:35:2d:51,0a:a0:57:35:2d:51,00:a0:57:35:2b:e3,00:a0:57:35:51:bb,02:a0:57:35:2b:e3,02:a0:57:35:51:bb,02:a0:57:3b:40:1b,06:a0:57:35:2b:e3,06:a0:57:35:51:bb,06:a0:57:3b:40:1b,0a:a0:57:35:2b:e3,0a:a0:57:35:51:bb,0a:a0:57:3b:40:1b,00:a0:57:29:94:c6,02:a0:57:29:94:c6,06:a0:57:29:94:c6,0a:a0:57:29:94:c6,06:a0:57:35:2b:81,0a:a0:57:35:2b:81,00:a0:57:3b:40:1b,02:a0:57:3b:41:44,06:a0:57:3b:41:44,0e:a0:57:3b:40:1b,00:a0:57:35:2b:81,00:a0:57:35:51:d4,02:a0:57:35:51:d4,06:a0:57:35:51:d4,0a:a0:57:35:51:d4,00:a0:57:35:2d:49,02:a0:57:35:2d:49,06:a0:57:35:2d:49,0a:a0:57:35:2d:49,00:a0:57:35:53:08,02:a0:57:35:53:08,06:a0:57:35:53:08,0a:a0:57:35:2b:85,02:a0:57:35:2b:85,06:a0:57:35:2b:85
51,1583771471799,-74.0,-89.0,,,-66.0,,,,-84.0,,-72.0,-69.0,-82.0,,-70.0,,,-69.0,,,,-55.0,-75.0,,-68.0,,-76.0,-78.0,-74.0,-88.0,-73.0,,,-67.0,,-66.0,,,,-78.0,-71.0,-68.0,-82.0,,-70.0,-76.0,,-69.0,,-70.0,,-55.0,-75.0,-87.0,-67.0,,-74.0,-80.0,-75.0,-91.0,,,-66.0,,-65.0,-74.0,-85.0,-78.0,-72.0,-69.0,-82.0,-88.0,-72.0,-76.0,,-68.0,,-72.0,,-55.0,-76.0,-87.0,-68.0,,-76.0,-79.0,-74.0,-91.0,-75.0,,,-66.0,,-65.0,-74.0,-85.0,-79.0,-71.0,-67.0,-83.0,-88.0,-72.0,-74.0,,-69.0,-77.0,-72.0,,-54.0,-75.0,-85.0,-69.0,-85.0,-75.0,-78.0,,970.4939999999999,VielberthGebaeude.1.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1583771476929,-74.0,-89.0,-76.0,,-64.0,,-66.0,-66.0,-75.0,,-70.0,-68.0,,,-68.0,,,-73.0,-68.0,-73.0,-72.0,-51.0,-78.0,-78.0,-65.0,,-78.0,-79.0,,,-75.0,,,-64.0,,-65.0,-63.0,,-74.0,,-70.0,-68.0,,,-67.0,-71.0,,-73.0,-68.0,-72.0,-72.0,-50.0,-79.0,-84.0,-65.0,,-78.0,-80.0,-74.0,,-76.0,,-65.0,,-64.0,-67.0,-75.0,-75.0,-70.0,-68.0,-82.0,,-67.0,-73.0,-91.0,-72.0,-67.0,-73.0,-71.0,-51.0,-78.0,-83.0,-66.0,,-78.0,-79.0,-74.0,,-75.0,,,-64.0,,-65.0,-68.0,-75.0,,-69.0,-67.0,,-80.0,-66.0,-72.0,-90.0,-72.0,-69.0,-72.0,-72.0,-50.0,-79.0,-82.0,-66.0,,-78.0,-78.0,,970.471,VielberthGebaeude.1.148,-92.0,,,,,-90.0,-90.0,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1583771481919,-75.0,,,,-62.0,,,-66.0,-79.0,-71.0,-67.0,-64.0,,,-70.0,,,-70.0,-67.0,-71.0,-73.0,-46.0,-78.0,,-61.0,-83.0,-73.0,-79.0,-76.0,-91.0,-73.0,,,-63.0,,,-67.0,,-78.0,-71.0,-68.0,-65.0,-75.0,,,,,-70.0,,-71.0,-72.0,-46.0,-79.0,,-61.0,,-73.0,-79.0,,-90.0,-72.0,,-63.0,,-69.0,-67.0,-79.0,-69.0,-67.0,-65.0,-76.0,,-68.0,,-90.0,-70.0,,-71.0,-72.0,-45.0,-78.0,-80.0,-62.0,,-73.0,-79.0,-75.0,,-73.0,,-88.0,-63.0,,-68.0,-68.0,-79.0,-71.0,-66.0,-65.0,-74.0,,,-75.0,,-70.0,-69.0,-70.0,-73.0,-46.0,-79.0,-80.0,-61.0,-84.0,-74.0,-78.0,,970.503,VielberthGebaeude.1.148,-88.0,,,,,-90.0,,,,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1583771487353,,,-76.0,,-65.0,,-67.0,-70.0,-79.0,-73.0,-67.0,-65.0,,,-67.0,,,-66.0,,-71.0,-76.0,-45.0,-75.0,-82.0,-61.0,,-72.0,-83.0,,,-74.0,,,-65.0,,-68.0,-71.0,,-78.0,-72.0,-67.0,-65.0,,,-69.0,,,-67.0,,-71.0,-73.0,-45.0,-77.0,-82.0,-61.0,,-73.0,-84.0,,,-73.0,,-66.0,,-68.0,-71.0,-78.0,-73.0,-69.0,-65.0,,,-68.0,-77.0,,-66.0,,-71.0,-72.0,-45.0,-78.0,-81.0,-61.0,,-75.0,-76.0,,,-74.0,,,-66.0,,-68.0,-71.0,-79.0,-73.0,-67.0,-65.0,-74.0,,-69.0,-75.0,,-66.0,,-70.0,-73.0,-44.0,-78.0,-81.0,-61.0,-87.0,-75.0,-76.0,,970.4780000000001,VielberthGebaeude.1.148,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1583771492404,,,-68.0,,-67.0,,-68.0,-66.0,-79.0,-69.0,-67.0,-65.0,,,,,,-67.0,,-72.0,-76.0,-42.0,-78.0,-82.0,-57.0,,-75.0,-79.0,,,-69.0,,,-68.0,,-68.0,-66.0,,-78.0,-72.0,-66.0,-65.0,,-85.0,,,,-66.0,,-72.0,-74.0,-42.0,-78.0,-82.0,-57.0,,-76.0,-79.0,,,-69.0,,-68.0,,-68.0,-67.0,-79.0,-70.0,-66.0,-65.0,,-85.0,,,,-66.0,,-72.0,-76.0,-41.0,-78.0,-81.0,-57.0,,-76.0,-78.0,,,-69.0,,,-67.0,,-68.0,-67.0,-76.0,-72.0,-66.0,-65.0,,,,-71.0,,-66.0,-74.0,-73.0,-75.0,-41.0,-79.0,-81.0,-57.0,,-75.0,-76.0,,970.5169999999999,VielberthGebaeude.1.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1583771497396,,,-70.0,,-67.0,,-68.0,,-81.0,-76.0,,-66.0,,,-68.0,-78.0,,-76.0,,-76.0,-69.0,-49.0,-82.0,-85.0,-61.0,,-73.0,-79.0,,,-69.0,,,-67.0,,-67.0,-74.0,,-82.0,-77.0,,-65.0,,,-69.0,,,-70.0,-74.0,-76.0,-69.0,-48.0,-81.0,-81.0,-61.0,,-72.0,-80.0,,,-69.0,,-67.0,,-67.0,,-82.0,-78.0,-70.0,-65.0,,,-68.0,-78.0,,-70.0,-75.0,-76.0,-70.0,-49.0,-82.0,-81.0,-61.0,,-74.0,-80.0,-77.0,,-69.0,,,-67.0,,,-72.0,-81.0,-77.0,-69.0,-66.0,,,-68.0,-75.0,,,-74.0,-77.0,-70.0,-48.0,-81.0,-81.0,-61.0,-85.0,-74.0,-80.0,,970.49,VielberthGebaeude.1.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1583771502629,,,-70.0,,-65.0,,-70.0,,-84.0,-72.0,,-64.0,-71.0,,-70.0,,,,,,-73.0,-44.0,-81.0,-81.0,-51.0,,-78.0,-82.0,,,-67.0,,,-64.0,,-70.0,-72.0,,-82.0,-74.0,-75.0,-65.0,-70.0,,-70.0,-74.0,,-70.0,-73.0,-76.0,-73.0,-44.0,-84.0,-81.0,-50.0,,-78.0,-80.0,,,-68.0,,-65.0,,-70.0,-72.0,-85.0,-75.0,-73.0,-64.0,-68.0,,-70.0,-74.0,,-71.0,-73.0,-76.0,-74.0,-45.0,-84.0,-81.0,-51.0,,-79.0,-81.0,,,-67.0,,,-65.0,,-71.0,-72.0,-83.0,-75.0,-73.0,-63.0,-71.0,,-69.0,-72.0,,-72.0,-74.0,-77.0,-73.0,-44.0,-84.0,-81.0,-51.0,-89.0,-77.0,-80.0,,970.528,VielberthGebaeude.1.148,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1583771507741,,,-70.0,,-70.0,,,-76.0,-83.0,-72.0,,-70.0,,,,-74.0,,,,-79.0,-78.0,-46.0,-83.0,-85.0,-53.0,,-78.0,-78.0,,,-70.0,,,-70.0,,-69.0,-74.0,,-84.0,-73.0,,-69.0,,,-67.0,-73.0,,-73.0,,-78.0,,-45.0,-84.0,-83.0,-53.0,-88.0,-78.0,-78.0,,,-70.0,,-70.0,,-68.0,-74.0,-85.0,-74.0,-73.0,-69.0,-71.0,,-67.0,-74.0,,-70.0,,-79.0,-78.0,-46.0,-85.0,-82.0,-53.0,-88.0,-80.0,-77.0,-79.0,,-70.0,,,-70.0,,-68.0,-73.0,-83.0,-73.0,-73.0,-70.0,-71.0,-85.0,,-71.0,,-70.0,-74.0,-78.0,-78.0,-46.0,-83.0,-84.0,-53.0,-87.0,-79.0,-76.0,,970.4910000000001,VielberthGebaeude.1.148,,,,,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1583771512879,,-91.0,-70.0,,-66.0,,,-66.0,-82.0,-75.0,-67.0,,-76.0,,-66.0,,,-67.0,,-73.0,-73.0,-47.0,-82.0,-82.0,-52.0,,-77.0,-77.0,,-90.0,-70.0,,,-66.0,,-66.0,-66.0,,-83.0,-73.0,-69.0,,-76.0,,-65.0,,,-66.0,-76.0,-72.0,-74.0,-48.0,-83.0,-83.0,-52.0,,-77.0,-75.0,-75.0,-90.0,-70.0,,-67.0,,-66.0,-66.0,-83.0,-74.0,-69.0,,-74.0,-80.0,-66.0,-70.0,,-67.0,,-72.0,-74.0,-48.0,-83.0,-83.0,-53.0,-84.0,-77.0,-77.0,-75.0,-90.0,-70.0,,,-65.0,,-66.0,-78.0,-83.0,-74.0,-68.0,-67.0,-75.0,-82.0,-62.0,-71.0,-88.0,-66.0,,-72.0,-74.0,-47.0,-84.0,-83.0,-52.0,-83.0,-76.0,-76.0,,970.5319999999999,VielberthGebaeude.1.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1583771518036,,,-69.0,,-63.0,,,,-82.0,-72.0,-64.0,-64.0,,,-68.0,,,,-74.0,-74.0,-69.0,-44.0,-78.0,-74.0,-45.0,,-71.0,-78.0,,,-69.0,,-89.0,-63.0,,-68.0,,,-80.0,-72.0,-66.0,-64.0,,,-69.0,-69.0,,-70.0,-73.0,-73.0,-70.0,-44.0,-77.0,-75.0,-46.0,,-71.0,-77.0,-75.0,,-69.0,,-63.0,,-68.0,-66.0,-79.0,-70.0,-65.0,-64.0,,,-69.0,-68.0,,,-73.0,-73.0,-70.0,-44.0,-82.0,-77.0,-46.0,,-71.0,-78.0,-75.0,,-69.0,,-88.0,-63.0,,-68.0,-69.0,-80.0,-71.0,-65.0,-63.0,,,-68.0,-69.0,,-70.0,-70.0,-73.0,-70.0,-43.0,-76.0,-76.0,-45.0,-84.0,-70.0,-78.0,,970.561,VielberthGebaeude.1.148,-87.0,,,,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1583771523107,-70.0,,-70.0,,-65.0,,-66.0,-59.0,-75.0,-75.0,-60.0,-63.0,,-83.0,,-63.0,,-68.0,-66.0,-66.0,-66.0,-50.0,-77.0,-70.0,-63.0,,-71.0,-80.0,-70.0,,-70.0,,,-63.0,,-65.0,-59.0,,-75.0,,-61.0,-64.0,,-83.0,-66.0,-65.0,,-67.0,-66.0,-65.0,-66.0,-50.0,-77.0,-70.0,-64.0,,-71.0,-80.0,,,-70.0,,-63.0,,-65.0,-60.0,-75.0,,-61.0,-64.0,,-83.0,-65.0,-64.0,-86.0,-67.0,-65.0,-65.0,-66.0,-49.0,-77.0,-69.0,-63.0,,-71.0,-79.0,,,-70.0,,,-62.0,,-65.0,-61.0,-74.0,-74.0,-60.0,-63.0,-74.0,-82.0,-66.0,-64.0,-87.0,-67.0,-65.0,-65.0,-66.0,-49.0,-75.0,-70.0,-63.0,,-71.0,-79.0,,970.568,VielberthGebaeude.1.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
