,timestamp,00:a0:57:2d:87:8d,00:a0:57:2d:dc:c9,00:a0:57:30:bd:c8,00:a0:57:30:be:8d,00:a0:57:30:bf:72,00:a0:57:30:bf:85,00:a0:57:30:bf:b2,00:a0:57:30:bf:f7,00:a0:57:31:02:6c,00:a0:57:31:03:66,00:a0:57:35:25:5c,00:a0:57:35:25:81,00:a0:57:35:25:9f,00:a0:57:35:27:b4,00:a0:57:35:2b:89,00:a0:57:35:2b:8e,00:a0:57:35:2b:95,00:a0:57:35:2b:fa,00:a0:57:35:2c:68,00:a0:57:35:2c:92,00:a0:57:35:2d:63,00:a0:57:35:51:d2,00:a0:57:35:52:5f,00:a0:57:35:53:0b,00:a0:57:35:53:0f,00:a0:57:35:91:af,00:a0:57:35:96:ce,00:a0:57:35:a0:45,02:a0:57:2d:87:8d,02:a0:57:2d:dc:c9,02:a0:57:30:bd:c8,02:a0:57:30:be:8d,02:a0:57:30:bf:72,02:a0:57:30:bf:85,02:a0:57:30:bf:b2,02:a0:57:30:bf:f7,02:a0:57:31:02:6c,02:a0:57:31:03:66,02:a0:57:35:25:5c,02:a0:57:35:25:81,02:a0:57:35:25:9f,02:a0:57:35:27:b4,02:a0:57:35:2b:89,02:a0:57:35:2b:8e,02:a0:57:35:2b:95,02:a0:57:35:2b:fa,02:a0:57:35:2c:68,02:a0:57:35:2c:92,02:a0:57:35:2d:63,02:a0:57:35:51:d2,02:a0:57:35:52:5f,02:a0:57:35:53:0b,02:a0:57:35:53:0f,02:a0:57:35:91:af,02:a0:57:35:96:ce,02:a0:57:35:a0:45,06:a0:57:2d:87:8d,06:a0:57:2d:dc:c9,06:a0:57:30:bd:c8,06:a0:57:30:be:8d,06:a0:57:30:bf:72,06:a0:57:30:bf:85,06:a0:57:30:bf:b2,06:a0:57:30:bf:cf,06:a0:57:30:bf:f7,06:a0:57:31:02:6c,06:a0:57:31:03:66,06:a0:57:35:25:5c,06:a0:57:35:25:81,06:a0:57:35:25:9f,06:a0:57:35:27:b4,06:a0:57:35:2b:89,06:a0:57:35:2b:8e,06:a0:57:35:2b:95,06:a0:57:35:2b:fa,06:a0:57:35:2c:68,06:a0:57:35:2c:92,06:a0:57:35:2d:63,06:a0:57:35:51:d2,06:a0:57:35:52:5f,06:a0:57:35:53:0b,06:a0:57:35:53:0f,06:a0:57:35:91:af,06:a0:57:35:96:ce,06:a0:57:35:a0:45,06:a0:57:48:09:09,0a:a0:57:2d:87:8d,0a:a0:57:2d:dc:c9,0a:a0:57:30:bd:c8,0a:a0:57:30:be:8d,0a:a0:57:30:bf:72,0a:a0:57:30:bf:85,0a:a0:57:30:bf:b2,0a:a0:57:30:bf:cf,0a:a0:57:30:bf:f7,0a:a0:57:31:02:6c,0a:a0:57:31:03:66,0a:a0:57:35:25:5c,0a:a0:57:35:25:81,0a:a0:57:35:25:9f,0a:a0:57:35:27:b4,0a:a0:57:35:2b:89,0a:a0:57:35:2b:8e,0a:a0:57:35:2b:95,0a:a0:57:35:2b:fa,0a:a0:57:35:2c:68,0a:a0:57:35:2c:92,0a:a0:57:35:2d:63,0a:a0:57:35:51:d2,0a:a0:57:35:52:5f,0a:a0:57:35:53:0b,0a:a0:57:35:53:0f,0a:a0:57:35:91:af,0a:a0:57:35:96:ce,0a:a0:57:35:a0:45,pressure,nodeId,00:a0:57:29:7f:7a,00:a0:57:29:94:a6,00:a0:57:2d:88:2d,00:a0:57:2d:dc:de,00:a0:57:30:be:a5,00:a0:57:30:be:f8,00:a0:57:30:be:fb,00:a0:57:30:bf:2f,00:a0:57:30:bf:cf,00:a0:57:30:c0:29,00:a0:57:30:c0:49,00:a0:57:30:ff:2d,00:a0:57:30:ff:51,00:a0:57:35:25:75,00:a0:57:35:25:78,00:a0:57:35:28:03,00:a0:57:35:2b:76,00:a0:57:35:2b:88,00:a0:57:35:2b:9c,00:a0:57:35:2c:64,00:a0:57:35:91:a7,00:a0:57:35:93:79,00:a0:57:48:09:09,00:a0:57:48:74:b3,02:a0:57:29:7f:7a,02:a0:57:29:94:a6,02:a0:57:2d:88:2d,02:a0:57:2d:dc:de,02:a0:57:30:be:a5,02:a0:57:30:be:f8,02:a0:57:30:be:fb,02:a0:57:30:bf:2f,02:a0:57:30:bf:cf,02:a0:57:30:c0:29,02:a0:57:30:c0:49,02:a0:57:30:ff:2d,02:a0:57:30:ff:51,02:a0:57:31:02:12,02:a0:57:35:25:78,02:a0:57:35:26:d8,02:a0:57:35:28:03,02:a0:57:35:2b:76,02:a0:57:35:2b:88,02:a0:57:35:2b:9c,02:a0:57:35:2c:64,02:a0:57:35:91:a7,02:a0:57:35:93:79,02:a0:57:48:74:b2,02:a0:57:48:74:b3,06:a0:57:29:7f:7a,06:a0:57:29:94:a6,06:a0:57:2d:88:2d,06:a0:57:2d:dc:de,06:a0:57:30:be:a5,06:a0:57:30:be:f8,06:a0:57:30:be:fb,06:a0:57:30:bf:2f,06:a0:57:30:c0:29,06:a0:57:30:c0:49,06:a0:57:30:ff:2d,06:a0:57:30:ff:51,06:a0:57:31:02:12,06:a0:57:35:25:75,06:a0:57:35:25:78,06:a0:57:35:27:f8,06:a0:57:35:28:03,06:a0:57:35:2b:76,06:a0:57:35:2b:88,06:a0:57:35:2b:94,06:a0:57:35:2c:64,06:a0:57:35:91:a7,06:a0:57:35:93:79,06:a0:57:48:09:ef,06:a0:57:48:74:b2,0a:a0:57:29:7f:7a,0a:a0:57:29:94:a6,0a:a0:57:2d:88:2d,0a:a0:57:2d:dc:de,0a:a0:57:30:be:a5,0a:a0:57:30:be:f8,0a:a0:57:30:be:fb,0a:a0:57:30:bf:2f,0a:a0:57:30:c0:29,0a:a0:57:30:c0:49,0a:a0:57:30:c0:66,0a:a0:57:30:ff:2d,0a:a0:57:30:ff:51,0a:a0:57:31:02:12,0a:a0:57:35:25:75,0a:a0:57:35:25:78,0a:a0:57:35:26:b4,0a:a0:57:35:27:f8,0a:a0:57:35:28:03,0a:a0:57:35:2b:76,0a:a0:57:35:2b:88,0a:a0:57:35:2b:94,0a:a0:57:35:2b:9c,0a:a0:57:35:2c:64,0a:a0:57:35:91:a7,0a:a0:57:35:93:79,0a:a0:57:48:09:ef,0a:a0:57:48:74:b2,00:a0:57:35:27:f8,02:a0:57:35:25:75,02:a0:57:35:27:f8,00:a0:57:31:02:12,02:a0:57:30:c0:66,00:a0:57:35:26:d8,06:a0:57:35:26:d8,0a:a0:57:35:26:d8,02:a0:57:35:53:18,06:a0:57:30:c0:66,06:a0:57:35:2b:9c,06:a0:57:35:53:18,0a:a0:57:35:53:18,02:a0:57:35:52:61,06:a0:57:35:52:61,0a:a0:57:35:52:61,00:a0:57:30:c0:66,00:a0:57:30:fe:f7,00:a0:57:31:01:68,02:a0:57:30:fe:f7,02:a0:57:31:01:68,06:a0:57:30:fe:f7,06:a0:57:31:01:68,0a:a0:57:30:fe:f7,0a:a0:57:31:01:68,00:a0:57:48:09:ee,00:a0:57:48:09:ef,02:a0:57:48:09:09,02:a0:57:48:09:ee,02:a0:57:48:09:ef,06:a0:57:48:09:ee,0a:a0:57:48:09:09,0a:a0:57:48:09:ee,0e:a0:57:48:09:09,0e:a0:57:48:09:ee,0e:a0:57:48:09:ef,00:a0:57:48:09:f7,02:a0:57:48:09:f7,06:a0:57:48:09:f7,0a:a0:57:48:09:f7,0e:a0:57:48:09:f7,02:a0:57:35:2b:94,00:a0:57:35:2b:b3,00:a0:57:35:53:18,02:a0:57:35:2b:b3,06:a0:57:35:2b:b3,0a:a0:57:35:2b:b3,0a:a0:57:29:7f:d8,00:a0:57:29:7f:d8,02:a0:57:29:7f:d8,06:a0:57:29:7f:d8,00:a0:57:35:2b:94,00:a0:57:35:2b:e3,00:a0:57:35:51:bb,02:a0:57:35:2b:e3,02:a0:57:35:51:bb,02:a0:57:3b:40:1b,06:a0:57:35:2b:e3,06:a0:57:35:51:bb,06:a0:57:3b:40:1b,0a:a0:57:29:94:c6,0a:a0:57:35:2b:e3,0a:a0:57:35:51:bb,0a:a0:57:3b:40:1b,0e:a0:57:3b:40:1b,00:a0:57:29:94:c6,02:a0:57:29:94:c6,06:a0:57:29:94:c6,00:a0:57:35:2b:81,00:a0:57:35:2d:51,00:a0:57:35:51:d4,02:a0:57:35:2b:81,02:a0:57:35:2d:51,02:a0:57:35:51:d4,06:a0:57:35:2b:81,06:a0:57:35:2d:51,06:a0:57:35:51:d4,0a:a0:57:35:2b:81,0a:a0:57:35:2d:51,0a:a0:57:35:51:d4,00:a0:57:35:2d:49,02:a0:57:35:2d:49,06:a0:57:35:2d:49,0a:a0:57:35:2d:49,00:a0:57:35:2b:85,02:a0:57:35:2b:85,06:a0:57:35:2b:85,0a:a0:57:35:2b:85
26,1583848071004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,-79.0,,,,,,,,,,,,,,,,,,,,,,967.4580000000001,VielberthGebaeude.1.48,,,-79.0,,,,,,-80.0,,,,,-65.0,-66.0,-54.0,,,,,-83.0,-55.0,,,,,-78.0,,,,,,-78.0,,-82.0,,,,-66.0,,-54.0,,-92.0,,,-82.0,-54.0,,,,,-78.0,,,,,,,-80.0,,,,-64.0,-66.0,-62.0,-54.0,,,,,-82.0,-55.0,,,,,-78.0,,,,,-81.0,,-80.0,,,,,-65.0,-67.0,,-62.0,-54.0,,-90.0,,,,-82.0,-57.0,,,-62.0,-64.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1583848075997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,-82.0,,,,,,,,,,,,,,,,,,,,,,967.53,VielberthGebaeude.1.48,,,-76.0,,,,,-88.0,-83.0,,-89.0,,,-66.0,-74.0,-45.0,,,,,,-56.0,,,,,-74.0,,,,,-87.0,-82.0,,-87.0,,,,-74.0,,-45.0,,,,,,-54.0,,,,,-76.0,,,,,-88.0,,-88.0,,,,-66.0,-74.0,-62.0,-45.0,,,,,,-55.0,,,,,-75.0,,,,,-85.0,,-88.0,,,,,-67.0,-74.0,,-62.0,-46.0,,,,,,,-57.0,,,-62.0,-66.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1583848081000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,967.548,VielberthGebaeude.1.48,,,-73.0,,,,,-86.0,-83.0,,,,,-68.0,-76.0,-41.0,,,,,,-52.0,,,,,-72.0,,,,,-86.0,-82.0,,,,,,-75.0,,-41.0,,,,,,-51.0,,,,,-73.0,,,,,-88.0,-94.0,,,,,-68.0,-75.0,-56.0,-42.0,,,,,,-51.0,,,,,-73.0,,,,,,,,,,,,-68.0,-75.0,,-56.0,-42.0,,,,,,,-52.0,,,-57.0,-68.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1583848086115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,967.5089999999999,VielberthGebaeude.1.48,,,-76.0,,,,,,-76.0,,,,,-62.0,-69.0,-42.0,,,,,,-56.0,,,,,-76.0,,,,,,-74.0,,,,,,-68.0,,-43.0,,,,,,-55.0,,,,,-77.0,,,,,,,-84.0,,,,-63.0,-68.0,-54.0,-43.0,,,,,,-55.0,,,,,-77.0,,,,,,,-84.0,,,,,-61.0,-68.0,,-55.0,-43.0,,,,,,,-55.0,,,-56.0,-62.0,-55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1583848091172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,967.513,VielberthGebaeude.1.48,,,-77.0,,,,,,-76.0,-83.0,-88.0,,,-60.0,-66.0,-49.0,,,,,-76.0,-52.0,,,,,-76.0,,-81.0,,,,-74.0,-83.0,,,,,-66.0,,-49.0,,,,,-77.0,-51.0,,,,,-75.0,,-78.0,,,-87.0,-84.0,-86.0,,,,-60.0,-66.0,-59.0,-50.0,,-89.0,,,-77.0,-51.0,,,,,-77.0,,-80.0,,,-87.0,-84.0,-85.0,,,,,-59.0,-66.0,,-59.0,-48.0,,-89.0,,,,-77.0,-51.0,,,-60.0,-60.0,-59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1583847996167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,967.447,VielberthGebaeude.1.49,,,,,-90.0,,,,-83.0,-73.0,-61.0,-78.0,,-84.0,-66.0,-67.0,,,,,,-80.0,,,,,,,,-80.0,,,-82.0,-73.0,-60.0,-79.0,,,-66.0,,-66.0,,,,,,-79.0,,,,,,,-89.0,-80.0,,,-73.0,-60.0,-78.0,,,-82.0,-66.0,-74.0,-66.0,,,,,,-80.0,,,,,,,-92.0,-81.0,,,-73.0,-60.0,,-79.0,,,-83.0,-66.0,,-74.0,-67.0,,,,,,,-80.0,,,-73.0,-85.0,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1583848001286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,967.452,VielberthGebaeude.1.49,,,,,,-84.0,,,-86.0,-82.0,-68.0,-85.0,,-82.0,-69.0,-67.0,,,,,,-84.0,,,,,-93.0,,,-84.0,,,-86.0,-82.0,-68.0,-86.0,,,-68.0,,-66.0,,,,,,-83.0,,,,,-90.0,,-91.0,-82.0,,,-81.0,-68.0,-86.0,,,-80.0,-69.0,-72.0,-66.0,,,,,,-84.0,,,,,-91.0,,-93.0,-82.0,,,-82.0,-67.0,,-86.0,,,-79.0,-69.0,,-73.0,-66.0,,,,,,,-84.0,,,-72.0,-82.0,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1583848006340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,967.424,VielberthGebaeude.1.49,,,,,,,,,-82.0,,-69.0,,,,-71.0,-66.0,,,,,-87.0,-84.0,,,,,-90.0,,,,,,-82.0,,-69.0,,,,-71.0,,-64.0,,,,,-87.0,-83.0,,,,,-90.0,,,,,,-79.0,-69.0,,,,,-71.0,-79.0,-65.0,,,,,-87.0,-88.0,,,,,-91.0,,,,,,-78.0,-69.0,,,,,,-71.0,,-79.0,-65.0,,,,,,-86.0,-88.0,,,-79.0,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1583848011365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,,,,,,,,,,,,,,,,,,,,,,967.446,VielberthGebaeude.1.49,,,-87.0,,,,,,-80.0,-79.0,-67.0,-89.0,,,-74.0,-66.0,,,,,-86.0,-88.0,,,,,-88.0,,,,,,-80.0,-78.0,-67.0,-91.0,,,-72.0,,-66.0,,,,,-87.0,-84.0,,,,,-90.0,,,,,,-77.0,-67.0,-90.0,,,-84.0,-73.0,-80.0,-66.0,,,,,-87.0,-88.0,,,,,-88.0,,,,,,-78.0,-67.0,,-90.0,,,-84.0,-73.0,,-80.0,-66.0,,,,,,-86.0,-86.0,,,-80.0,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1583848016498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.0,,,,,,,,,,,,,,,,,,,,,,967.439,VielberthGebaeude.1.49,,,-85.0,,,,,,-78.0,-75.0,-64.0,-86.0,-88.0,,-68.0,-63.0,,,,,-85.0,-82.0,,,,,-86.0,,,-84.0,,,-76.0,-75.0,-64.0,-86.0,-91.0,,-68.0,,-65.0,,,,,-86.0,-81.0,,,,,-86.0,,-92.0,,,,-75.0,-64.0,-87.0,-90.0,,-83.0,-67.0,-75.0,-65.0,,,,,-87.0,-84.0,,,,,-85.0,,-91.0,,,,-74.0,-64.0,,-86.0,-89.0,,-83.0,-68.0,,-75.0,-64.0,,,,,,-86.0,-82.0,,,-76.0,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1583848787115,,,,,,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,-73.0,,,-85.0,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,-72.0,,,-86.0,,,,,,,-83.0,,,,,,,,,,,,967.535,VielberthGebaeude.1.51,,,,,-72.0,-70.0,,,-73.0,-48.0,-41.0,-54.0,,,-69.0,,,,,,-81.0,,,,,,-85.0,,,-62.0,-87.0,-80.0,-73.0,,-58.0,-51.0,-78.0,-89.0,-63.0,,,,,,,-56.0,,,,,,-87.0,,-78.0,-63.0,-86.0,-81.0,,-59.0,-50.0,-78.0,-89.0,,-63.0,,,,,,,-56.0,,,,,,-85.0,,-78.0,-63.0,-86.0,-80.0,,-58.0,,-51.0,-79.0,-91.0,,-63.0,,,,,,,,,-56.0,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1583848787158,,,,,,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,-73.0,,,-85.0,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,-72.0,,,-86.0,,,,,,,-83.0,,,,,,,,,,,,967.535,VielberthGebaeude.1.51,,,,,-72.0,-70.0,,,-73.0,-48.0,-41.0,-54.0,,,-69.0,,,,,,-81.0,,,,,,-85.0,,,-62.0,-87.0,-80.0,-73.0,,-58.0,-51.0,-78.0,-89.0,-63.0,,,,,,,-56.0,,,,,,-87.0,,-78.0,-63.0,-86.0,-81.0,,-59.0,-50.0,-78.0,-89.0,,-63.0,,,,,,,-56.0,,,,,,-85.0,,-78.0,-63.0,-86.0,-80.0,,-58.0,,-51.0,-79.0,-91.0,,-63.0,,,,,,,,,-56.0,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1583848787182,,,,,,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,-73.0,,,-85.0,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,-72.0,,,-86.0,,,,,,,-83.0,,,,,,,,,,,,967.535,VielberthGebaeude.1.51,,,,,-72.0,-70.0,,,-73.0,-48.0,-41.0,-54.0,,,-69.0,,,,,,-81.0,,,,,,-85.0,,,-62.0,-87.0,-80.0,-73.0,,-58.0,-51.0,-78.0,-89.0,-63.0,,,,,,,-56.0,,,,,,-87.0,,-78.0,-63.0,-86.0,-81.0,,-59.0,-50.0,-78.0,-89.0,,-63.0,,,,,,,-56.0,,,,,,-85.0,,-78.0,-63.0,-86.0,-80.0,,-58.0,,-51.0,-79.0,-91.0,,-63.0,,,,,,,,,-56.0,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1583848787230,,,,,,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,-73.0,,,-85.0,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,-72.0,,,-86.0,,,,,,,-83.0,,,,,,,,,,,,967.535,VielberthGebaeude.1.51,,,,,-72.0,-70.0,,,-73.0,-48.0,-41.0,-54.0,,,-69.0,,,,,,-81.0,,,,,,-85.0,,,-62.0,-87.0,-80.0,-73.0,,-58.0,-51.0,-78.0,-89.0,-63.0,,,,,,,-56.0,,,,,,-87.0,,-78.0,-63.0,-86.0,-81.0,,-59.0,-50.0,-78.0,-89.0,,-63.0,,,,,,,-56.0,,,,,,-85.0,,-78.0,-63.0,-86.0,-80.0,,-58.0,,-51.0,-79.0,-91.0,,-63.0,,,,,,,,,-56.0,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1583848792455,,,,,,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.0,,,-86.0,,,,,,,,,,,,,,,,,,,967.541,VielberthGebaeude.1.51,-88.0,,,,-68.0,-66.0,,,-73.0,-44.0,-44.0,-50.0,-91.0,,-70.0,,,,,-84.0,-84.0,,,,,,-85.0,,-67.0,-64.0,,,-82.0,-44.0,-47.0,-50.0,-87.0,-85.0,-68.0,,,,,,-85.0,-81.0,,,,-87.0,,-87.0,,-69.0,-65.0,,,-44.0,-47.0,-50.0,-87.0,-86.0,,-68.0,,,,,,-86.0,-80.0,,,,-86.0,,-85.0,,-69.0,-64.0,,,-45.0,-48.0,,-50.0,-88.0,-85.0,,-69.0,,,,,,,,-85.0,-80.0,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1583848797653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.575,VielberthGebaeude.1.51,-88.0,,,,-64.0,-75.0,,,,-42.0,-50.0,-61.0,,,-72.0,,,,,,,,,,-86.0,,,,-64.0,-74.0,,,,-42.0,-50.0,-61.0,,-82.0,-72.0,,,,,,,,,,,-87.0,,,,,-74.0,,,-42.0,-51.0,-61.0,,-84.0,,-72.0,,,,,,,,,,,-86.0,,,,,-74.0,,,-41.0,-52.0,,-61.0,,-83.0,,-72.0,,,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1583848802598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,967.563,VielberthGebaeude.1.51,-88.0,,,,-67.0,-74.0,,,-85.0,-46.0,-51.0,-58.0,,,,,,,,,,,,,-87.0,,,,-64.0,-72.0,,,-85.0,-43.0,-50.0,-58.0,,-82.0,,,,,,,,,,,,-87.0,,,,-64.0,-72.0,,,-43.0,-50.0,-57.0,,-82.0,,,,,,,,,,,,,-86.0,,,,-64.0,-72.0,,,-43.0,-51.0,,-57.0,,-82.0,,,,,,,,,,,,,,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1583848807643,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,-81.0,,,,,,,,,,,,,,,,,,,,,,967.5319999999999,VielberthGebaeude.1.51,-82.0,,,,-67.0,-68.0,,,-82.0,-42.0,-44.0,-55.0,,,-60.0,,,,,,-79.0,,,,-83.0,,,,-64.0,-67.0,,,-81.0,-41.0,-43.0,-55.0,,-87.0,-60.0,,,,,,,-79.0,,,,-82.0,,,,-66.0,-67.0,,,-43.0,-43.0,-55.0,,-87.0,,-60.0,,,,,,,-78.0,,,,-81.0,,,,-64.0,-67.0,,,-43.0,-43.0,,-54.0,,-87.0,,-60.0,,,,,,,,,-79.0,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1583848812737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,,,,,,,,,,,,,,,,,,,,,,967.518,VielberthGebaeude.1.51,,,,,,-62.0,,,-81.0,-52.0,-47.0,-50.0,-90.0,,-64.0,-89.0,,,,-85.0,-84.0,,,,,,,,-74.0,-61.0,,,-81.0,-53.0,-46.0,-51.0,-90.0,-90.0,-64.0,,,,,,-80.0,-83.0,,,,,,,,-74.0,-61.0,,,-52.0,-47.0,-51.0,-91.0,,,-64.0,,-87.0,,,,-81.0,-84.0,,,,,,,,-74.0,-61.0,,,-51.0,-46.0,,-51.0,-92.0,,,-64.0,,,-87.0,,,,,-81.0,-87.0,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
