,timestamp,00:a0:57:2d:87:8d,00:a0:57:2d:dc:c9,00:a0:57:30:bd:c8,00:a0:57:30:be:8d,00:a0:57:30:bf:72,00:a0:57:30:bf:85,00:a0:57:30:bf:b2,00:a0:57:30:bf:f7,00:a0:57:31:02:6c,00:a0:57:31:03:66,00:a0:57:35:25:5c,00:a0:57:35:25:81,00:a0:57:35:25:9f,00:a0:57:35:27:b4,00:a0:57:35:2b:89,00:a0:57:35:2b:8e,00:a0:57:35:2b:95,00:a0:57:35:2b:fa,00:a0:57:35:2c:68,00:a0:57:35:2c:92,00:a0:57:35:2d:63,00:a0:57:35:51:d2,00:a0:57:35:52:5f,00:a0:57:35:53:0b,00:a0:57:35:53:0f,00:a0:57:35:91:af,00:a0:57:35:96:ce,00:a0:57:35:a0:45,02:a0:57:2d:87:8d,02:a0:57:2d:dc:c9,02:a0:57:30:bd:c8,02:a0:57:30:be:8d,02:a0:57:30:bf:72,02:a0:57:30:bf:85,02:a0:57:30:bf:b2,02:a0:57:30:bf:f7,02:a0:57:31:02:6c,02:a0:57:31:03:66,02:a0:57:35:25:5c,02:a0:57:35:25:81,02:a0:57:35:25:9f,02:a0:57:35:27:b4,02:a0:57:35:2b:89,02:a0:57:35:2b:8e,02:a0:57:35:2b:95,02:a0:57:35:2b:fa,02:a0:57:35:2c:68,02:a0:57:35:2c:92,02:a0:57:35:2d:63,02:a0:57:35:51:d2,02:a0:57:35:52:5f,02:a0:57:35:53:0b,02:a0:57:35:53:0f,02:a0:57:35:91:af,02:a0:57:35:96:ce,02:a0:57:35:a0:45,06:a0:57:2d:87:8d,06:a0:57:2d:dc:c9,06:a0:57:30:bd:c8,06:a0:57:30:be:8d,06:a0:57:30:bf:72,06:a0:57:30:bf:85,06:a0:57:30:bf:b2,06:a0:57:30:bf:cf,06:a0:57:30:bf:f7,06:a0:57:31:02:6c,06:a0:57:31:03:66,06:a0:57:35:25:5c,06:a0:57:35:25:81,06:a0:57:35:25:9f,06:a0:57:35:27:b4,06:a0:57:35:2b:89,06:a0:57:35:2b:8e,06:a0:57:35:2b:95,06:a0:57:35:2b:fa,06:a0:57:35:2c:68,06:a0:57:35:2c:92,06:a0:57:35:2d:63,06:a0:57:35:51:d2,06:a0:57:35:52:5f,06:a0:57:35:53:0b,06:a0:57:35:53:0f,06:a0:57:35:91:af,06:a0:57:35:96:ce,06:a0:57:35:a0:45,06:a0:57:48:09:09,0a:a0:57:2d:87:8d,0a:a0:57:2d:dc:c9,0a:a0:57:30:bd:c8,0a:a0:57:30:be:8d,0a:a0:57:30:bf:72,0a:a0:57:30:bf:85,0a:a0:57:30:bf:b2,0a:a0:57:30:bf:cf,0a:a0:57:30:bf:f7,0a:a0:57:31:02:6c,0a:a0:57:31:03:66,0a:a0:57:35:25:5c,0a:a0:57:35:25:81,0a:a0:57:35:25:9f,0a:a0:57:35:27:b4,0a:a0:57:35:2b:89,0a:a0:57:35:2b:8e,0a:a0:57:35:2b:95,0a:a0:57:35:2b:fa,0a:a0:57:35:2c:68,0a:a0:57:35:2c:92,0a:a0:57:35:2d:63,0a:a0:57:35:51:d2,0a:a0:57:35:52:5f,0a:a0:57:35:53:0b,0a:a0:57:35:53:0f,0a:a0:57:35:91:af,0a:a0:57:35:96:ce,0a:a0:57:35:a0:45,pressure,nodeId,00:a0:57:29:7f:7a,00:a0:57:29:94:a6,00:a0:57:2d:88:2d,00:a0:57:2d:dc:de,00:a0:57:30:be:a5,00:a0:57:30:be:f8,00:a0:57:30:be:fb,00:a0:57:30:bf:2f,00:a0:57:30:bf:cf,00:a0:57:30:c0:29,00:a0:57:30:c0:49,00:a0:57:30:ff:2d,00:a0:57:30:ff:51,00:a0:57:35:25:75,00:a0:57:35:25:78,00:a0:57:35:28:03,00:a0:57:35:2b:76,00:a0:57:35:2b:88,00:a0:57:35:2b:9c,00:a0:57:35:2c:64,00:a0:57:35:91:a7,00:a0:57:35:93:79,00:a0:57:48:09:09,00:a0:57:48:74:b3,02:a0:57:29:7f:7a,02:a0:57:29:94:a6,02:a0:57:2d:88:2d,02:a0:57:2d:dc:de,02:a0:57:30:be:a5,02:a0:57:30:be:f8,02:a0:57:30:be:fb,02:a0:57:30:bf:2f,02:a0:57:30:bf:cf,02:a0:57:30:c0:29,02:a0:57:30:c0:49,02:a0:57:30:ff:2d,02:a0:57:30:ff:51,02:a0:57:31:02:12,02:a0:57:35:25:78,02:a0:57:35:26:d8,02:a0:57:35:28:03,02:a0:57:35:2b:76,02:a0:57:35:2b:88,02:a0:57:35:2b:9c,02:a0:57:35:2c:64,02:a0:57:35:91:a7,02:a0:57:35:93:79,02:a0:57:48:74:b2,02:a0:57:48:74:b3,06:a0:57:29:7f:7a,06:a0:57:29:94:a6,06:a0:57:2d:88:2d,06:a0:57:2d:dc:de,06:a0:57:30:be:a5,06:a0:57:30:be:f8,06:a0:57:30:be:fb,06:a0:57:30:bf:2f,06:a0:57:30:c0:29,06:a0:57:30:c0:49,06:a0:57:30:ff:2d,06:a0:57:30:ff:51,06:a0:57:31:02:12,06:a0:57:35:25:75,06:a0:57:35:25:78,06:a0:57:35:27:f8,06:a0:57:35:28:03,06:a0:57:35:2b:76,06:a0:57:35:2b:88,06:a0:57:35:2b:94,06:a0:57:35:2c:64,06:a0:57:35:91:a7,06:a0:57:35:93:79,06:a0:57:48:09:ef,06:a0:57:48:74:b2,0a:a0:57:29:7f:7a,0a:a0:57:29:94:a6,0a:a0:57:2d:88:2d,0a:a0:57:2d:dc:de,0a:a0:57:30:be:a5,0a:a0:57:30:be:f8,0a:a0:57:30:be:fb,0a:a0:57:30:bf:2f,0a:a0:57:30:c0:29,0a:a0:57:30:c0:49,0a:a0:57:30:c0:66,0a:a0:57:30:ff:2d,0a:a0:57:30:ff:51,0a:a0:57:31:02:12,0a:a0:57:35:25:75,0a:a0:57:35:25:78,0a:a0:57:35:26:b4,0a:a0:57:35:27:f8,0a:a0:57:35:28:03,0a:a0:57:35:2b:76,0a:a0:57:35:2b:88,0a:a0:57:35:2b:94,0a:a0:57:35:2b:9c,0a:a0:57:35:2c:64,0a:a0:57:35:91:a7,0a:a0:57:35:93:79,0a:a0:57:48:09:ef,0a:a0:57:48:74:b2,00:a0:57:35:27:f8,02:a0:57:35:25:75,02:a0:57:35:27:f8,00:a0:57:31:02:12,02:a0:57:30:c0:66,00:a0:57:35:26:d8,06:a0:57:35:26:d8,0a:a0:57:35:26:d8,02:a0:57:35:53:18,06:a0:57:30:c0:66,06:a0:57:35:2b:9c,06:a0:57:35:53:18,0a:a0:57:35:53:18,02:a0:57:35:52:61,06:a0:57:35:52:61,0a:a0:57:35:52:61,00:a0:57:30:c0:66,00:a0:57:30:fe:f7,00:a0:57:31:01:68,02:a0:57:30:fe:f7,02:a0:57:31:01:68,06:a0:57:30:fe:f7,06:a0:57:31:01:68,0a:a0:57:30:fe:f7,0a:a0:57:31:01:68,00:a0:57:48:09:ee,00:a0:57:48:09:ef,02:a0:57:48:09:09,02:a0:57:48:09:ee,02:a0:57:48:09:ef,06:a0:57:48:09:ee,0a:a0:57:48:09:09,0a:a0:57:48:09:ee,0e:a0:57:48:09:09,0e:a0:57:48:09:ee,0e:a0:57:48:09:ef,00:a0:57:48:09:f7,02:a0:57:48:09:f7,06:a0:57:48:09:f7,0a:a0:57:48:09:f7,0e:a0:57:48:09:f7,02:a0:57:35:2b:94,00:a0:57:35:2b:b3,00:a0:57:35:53:18,02:a0:57:35:2b:b3,06:a0:57:35:2b:b3,0a:a0:57:35:2b:b3,0a:a0:57:29:7f:d8,00:a0:57:29:7f:d8,02:a0:57:29:7f:d8,06:a0:57:29:7f:d8,00:a0:57:35:2b:94,00:a0:57:35:2b:e3,00:a0:57:35:51:bb,02:a0:57:35:2b:e3,02:a0:57:35:51:bb,02:a0:57:3b:40:1b,06:a0:57:35:2b:e3,06:a0:57:35:51:bb,06:a0:57:3b:40:1b,0a:a0:57:29:94:c6,0a:a0:57:35:2b:e3,0a:a0:57:35:51:bb,0a:a0:57:3b:40:1b,0e:a0:57:3b:40:1b,00:a0:57:29:94:c6,02:a0:57:29:94:c6,06:a0:57:29:94:c6,00:a0:57:35:2b:81,00:a0:57:35:2d:51,00:a0:57:35:51:d4,02:a0:57:35:2b:81,02:a0:57:35:2d:51,02:a0:57:35:51:d4,06:a0:57:35:2b:81,06:a0:57:35:2d:51,06:a0:57:35:51:d4,0a:a0:57:35:2b:81,0a:a0:57:35:2d:51,0a:a0:57:35:51:d4,00:a0:57:35:2d:49,02:a0:57:35:2d:49,06:a0:57:35:2d:49,0a:a0:57:35:2d:49,00:a0:57:35:2b:85,02:a0:57:35:2b:85,06:a0:57:35:2b:85,0a:a0:57:35:2b:85
10,1583848497120,-63.0,,,,-61.0,,-64.0,-69.0,-75.0,-74.0,-67.0,-65.0,,,,-89.0,-70.0,-68.0,-67.0,-68.0,-53.0,-71.0,-78.0,-62.0,-80.0,-72.0,-89.0,,-61.0,,,,-61.0,,-67.0,-70.0,-77.0,,-67.0,-65.0,,,,-90.0,-70.0,,-66.0,-69.0,-53.0,-70.0,-79.0,-62.0,-79.0,-75.0,-90.0,-78.0,-64.0,,-72.0,,-61.0,,-66.0,-84.0,-65.0,-78.0,,-67.0,-63.0,,,-68.0,-90.0,-70.0,,-66.0,-69.0,-53.0,-71.0,-79.0,-62.0,-79.0,-75.0,-91.0,-79.0,,-61.0,,-72.0,,-61.0,,-67.0,-86.0,-67.0,-78.0,,-67.0,-64.0,,,-68.0,-87.0,-68.0,,-66.0,-69.0,-52.0,-71.0,-80.0,-62.0,-79.0,-76.0,-90.0,-78.0,967.49,VielberthGebaeude.1.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1583848502149,,,-73.0,-84.0,-62.0,,-63.0,-60.0,-71.0,-71.0,-66.0,-58.0,-82.0,-66.0,-62.0,,-70.0,-64.0,-67.0,-70.0,-55.0,-64.0,-70.0,-63.0,-74.0,-71.0,,-76.0,,,-72.0,,-61.0,,-63.0,-58.0,-70.0,-71.0,-65.0,-57.0,-82.0,-66.0,-62.0,,-71.0,-64.0,-66.0,-70.0,-53.0,-65.0,-70.0,-63.0,-74.0,-72.0,,-76.0,,-91.0,-72.0,,-62.0,,-62.0,-90.0,-56.0,-70.0,-70.0,-65.0,-57.0,-81.0,-67.0,-62.0,,,-63.0,-66.0,-69.0,-54.0,-64.0,-66.0,-63.0,-75.0,-69.0,,-77.0,,-71.0,-89.0,-72.0,,-61.0,,-63.0,,-56.0,-72.0,-71.0,-64.0,-57.0,-81.0,-67.0,-64.0,,,-64.0,-66.0,-69.0,-54.0,-63.0,-70.0,-63.0,-74.0,-66.0,,-77.0,967.487,VielberthGebaeude.1.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1583848159953,,,-77.0,,,,-68.0,,,-89.0,,,,,,-81.0,,,,,,,,,,,,,,,-76.0,,,,-67.0,,,-88.0,,,,,,-79.0,,,,,,,,,,,,,,,-77.0,,,,-70.0,-62.0,,,-91.0,,,,,,-82.0,,,,,,,,,,,,,,,,-76.0,,,,-67.0,-63.0,,,-91.0,,,,,,-81.0,,,,,,,,,,,,,967.477,VielberthGebaeude.1.149,,,,,-88.0,,,,-62.0,-75.0,-74.0,-89.0,-79.0,,-57.0,-61.0,,-85.0,,,-73.0,-79.0,,,,,-78.0,,-87.0,,,,-63.0,,-74.0,-89.0,-78.0,,-57.0,,-59.0,,-84.0,,,-73.0,-78.0,,,,,,,,,,,-76.0,-73.0,-90.0,-76.0,,-72.0,,,-59.0,,-85.0,,,-74.0,-78.0,,,-83.0,,,,-88.0,,,,-74.0,-74.0,,-89.0,-77.0,,-73.0,,,,-59.0,,-85.0,,,,-74.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1583848165013,,,,,,,,,,,,,,,,-81.0,,,,,,,,,,,,-89.0,,,-80.0,,,,,,,-84.0,,,,,,-81.0,,,,,,,,,,,,,,,-81.0,,,,,-62.0,,,-86.0,,,,-87.0,,-81.0,,,,,,,,,,,,-93.0,,,,-77.0,,,,-71.0,-62.0,,,-86.0,,,,,,-81.0,,,,,,,,,,,,-91.0,967.445,VielberthGebaeude.1.149,,,-82.0,,-80.0,,,,-62.0,,-73.0,-81.0,-72.0,,-49.0,-62.0,,-85.0,,,-62.0,-79.0,,,,-89.0,-82.0,,-78.0,,,,-63.0,-71.0,-69.0,-82.0,-72.0,,-49.0,,-61.0,,-84.0,,,-61.0,-80.0,,,,-90.0,-81.0,,-77.0,,,-74.0,-72.0,-69.0,-83.0,-72.0,,-73.0,-47.0,-68.0,-60.0,,-84.0,,,-63.0,-79.0,,,,,-81.0,,-79.0,,,,-72.0,-69.0,-86.0,-81.0,-72.0,,-74.0,-46.0,,,-65.0,-85.0,-84.0,,,-89.0,-62.0,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1583848173743,,,-69.0,,,-86.0,-70.0,,,-77.0,,,,,,,-82.0,,,,,,,,,,,-85.0,,,-66.0,,,-86.0,-78.0,,,-80.0,,,,,,-85.0,-83.0,,,,,,,,,,,-90.0,,,-65.0,,,-86.0,-77.0,-60.0,,,-80.0,,,,,,-81.0,-82.0,,,,,,,,,,,-88.0,,,,-65.0,,,-87.0,-79.0,-60.0,,,-81.0,,,,,,-91.0,-84.0,,,,,,,,,,,-89.0,967.455,VielberthGebaeude.1.149,,-91.0,-87.0,,-70.0,-69.0,-77.0,-85.0,-66.0,-62.0,-61.0,-77.0,-66.0,-83.0,-58.0,-79.0,-90.0,,-73.0,,-66.0,,,,,,-75.0,,,-71.0,-75.0,-86.0,-60.0,-66.0,-59.0,-77.0,-78.0,,-46.0,-90.0,-74.0,-90.0,,,,-41.0,,,,,-88.0,-76.0,,,-69.0,-79.0,-86.0,-67.0,-60.0,-77.0,-77.0,-86.0,-81.0,-43.0,,,-92.0,-82.0,,,-42.0,,,,,-90.0,-75.0,,-75.0,-68.0,-77.0,-81.0,-67.0,-59.0,,-77.0,-72.0,-87.0,-82.0,-46.0,,,-69.0,-95.0,,,-83.0,,-42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1583848173771,,,-69.0,,,-86.0,-70.0,,,-77.0,,,,,,,-82.0,,,,,,,,,,,-85.0,,,-66.0,,,-86.0,-78.0,,,-80.0,,,,,,-85.0,-83.0,,,,,,,,,,,-90.0,,,-65.0,,,-86.0,-77.0,-60.0,,,-80.0,,,,,,-81.0,-82.0,,,,,,,,,,,-88.0,,,,-65.0,,,-87.0,-79.0,-60.0,,,-81.0,,,,,,-91.0,-84.0,,,,,,,,,,,-89.0,967.455,VielberthGebaeude.1.149,,-91.0,-87.0,,-70.0,-69.0,-77.0,-85.0,-66.0,-62.0,-61.0,-77.0,-66.0,-83.0,-58.0,-79.0,-90.0,,-73.0,,-66.0,,,,,,-75.0,,,-71.0,-75.0,-86.0,-60.0,-66.0,-59.0,-77.0,-78.0,,-46.0,-90.0,-74.0,-90.0,,,,-41.0,,,,,-88.0,-76.0,,,-69.0,-79.0,-86.0,-67.0,-60.0,-77.0,-77.0,-86.0,-81.0,-43.0,,,-92.0,-82.0,,,-42.0,,,,,-90.0,-75.0,,-75.0,-68.0,-77.0,-81.0,-67.0,-59.0,,-77.0,-72.0,-87.0,-82.0,-46.0,,,-69.0,-95.0,,,-83.0,,-42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1583848173843,,,-69.0,,,-86.0,-70.0,,,-77.0,,,,,,,-82.0,,,,,,,,,,,-85.0,,,-66.0,,,-86.0,-78.0,,,-80.0,,,,,,-85.0,-83.0,,,,,,,,,,,-90.0,,,-65.0,,,-86.0,-77.0,-60.0,,,-80.0,,,,,,-81.0,-82.0,,,,,,,,,,,-88.0,,,,-65.0,,,-87.0,-79.0,-60.0,,,-81.0,,,,,,-91.0,-84.0,,,,,,,,,,,-89.0,967.447,VielberthGebaeude.1.149,,-91.0,-87.0,,-70.0,-69.0,-77.0,-85.0,-66.0,-62.0,-61.0,-77.0,-66.0,-83.0,-58.0,-79.0,-90.0,,-73.0,,-66.0,,,,,,-75.0,,,-71.0,-75.0,-86.0,-60.0,-66.0,-59.0,-77.0,-78.0,,-46.0,-90.0,-74.0,-90.0,,,,-41.0,,,,,-88.0,-76.0,,,-69.0,-79.0,-86.0,-67.0,-60.0,-77.0,-77.0,-86.0,-81.0,-43.0,,,-92.0,-82.0,,,-42.0,,,,,-90.0,-75.0,,-75.0,-68.0,-77.0,-81.0,-67.0,-59.0,,-77.0,-72.0,-87.0,-82.0,-46.0,,,-69.0,-95.0,,,-83.0,,-42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1583848179174,,,,,,,-70.0,,,,,,,,,,,,,,,,,,,,,,,,-71.0,,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,-70.0,,,,-72.0,-58.0,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,,,,-71.0,-58.0,,,-86.0,,,,,,,-79.0,,,,,,,,,,,,967.554,VielberthGebaeude.1.149,-85.0,-88.0,,,,-72.0,,,-62.0,-78.0,-68.0,,-67.0,-78.0,-56.0,,,,,-83.0,-66.0,,,,-85.0,-88.0,,,,-72.0,,,-59.0,-79.0,-67.0,,-73.0,-88.0,-53.0,,,-87.0,,,-84.0,-61.0,,,,-84.0,-87.0,,,,-71.0,,,-79.0,,,-68.0,-87.0,,-51.0,,,,,,-84.0,-62.0,,,,-83.0,-87.0,,,-76.0,-72.0,-81.0,,-79.0,-67.0,,,-68.0,-87.0,-77.0,-53.0,,,-77.0,,,,-79.0,-83.0,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1583848184248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.0,,,,-72.0,-54.0,,,-90.0,,,,,,,,,,,,,,,,,,,,,,-79.0,,,,,-54.0,,,-90.0,,,,,,,,,,,,,,,,,,,967.562,VielberthGebaeude.1.149,-87.0,-81.0,,-90.0,-73.0,-76.0,,,-54.0,-75.0,,,-64.0,,-61.0,-70.0,-87.0,,,,-66.0,,,,-86.0,-83.0,,-90.0,,-78.0,,,-54.0,-74.0,,,-65.0,,-58.0,,-69.0,-88.0,,,,-65.0,,,,-86.0,-82.0,,-88.0,,-77.0,,-80.0,-75.0,,,-64.0,,,-58.0,,-68.0,-88.0,,-78.0,-81.0,-66.0,,-93.0,,-87.0,-83.0,,-89.0,,-78.0,,-80.0,-75.0,-70.0,,,-64.0,,,-58.0,,-83.0,-72.0,-87.0,-77.0,-79.0,,,-65.0,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1583848189387,,,-70.0,,,,-67.0,,,-83.0,,,,,,-77.0,,,,,,,,,,,,,,,-69.0,,,,-66.0,,,-82.0,,,,,,-79.0,,,,,,,,,,,,,,,-71.0,,,,-67.0,-50.0,,,-85.0,,,,,,-79.0,,,,,,,,,,,,,,,,-71.0,,,,-68.0,-50.0,,,-85.0,,,,-77.0,,-79.0,,,,,,,,,,,,,967.5319999999999,VielberthGebaeude.1.149,,-89.0,-70.0,-86.0,-83.0,,,-83.0,-50.0,,,-88.0,-64.0,-74.0,-54.0,-69.0,,-79.0,-83.0,,-67.0,,-91.0,-92.0,,-87.0,-68.0,-86.0,-85.0,,,-84.0,-50.0,,,-88.0,-65.0,,-54.0,,-68.0,,-79.0,-83.0,,-66.0,,-93.0,-92.0,,-88.0,-69.0,-85.0,-86.0,,,-83.0,,-74.0,,-64.0,,-70.0,-54.0,,-68.0,-79.0,-78.0,,,-66.0,,,-92.0,,-90.0,-69.0,-85.0,-85.0,,,-83.0,,,,-91.0,-64.0,,-73.0,-54.0,-86.0,,-68.0,,-78.0,,-87.0,,-66.0,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1583848119503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,,,,967.4739999999999,VielberthGebaeude.1.47,,,-67.0,-87.0,,,,,-80.0,,,,-91.0,-72.0,-77.0,-55.0,,-87.0,,,,-73.0,,,,,-67.0,-87.0,,,,,-79.0,,,,-91.0,,-77.0,,-55.0,,-88.0,,,,-74.0,,,,,-67.0,-88.0,,,,,,,,-91.0,,-72.0,-78.0,-45.0,-55.0,,-87.0,,,,-72.0,,,,,-67.0,-88.0,,,,,,,,,-90.0,,-71.0,-78.0,,-45.0,-55.0,,-87.0,,,,-90.0,-73.0,,,-45.0,-72.0,-46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1583848124539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,967.4789999999999,VielberthGebaeude.1.47,,,-63.0,-82.0,,,,,,,,,,-80.0,-77.0,-57.0,,,,,,-69.0,,,,,-63.0,-82.0,,,,,,,,,,,-77.0,,-55.0,,,,,,-74.0,,,,,-63.0,-82.0,,,,,,,,,,-80.0,-78.0,-44.0,-55.0,,-87.0,,,,-69.0,,,,,-63.0,-82.0,,,,,,,,,,,-79.0,-78.0,,-44.0,-55.0,,-86.0,,,,,-70.0,,,-44.0,-80.0,-43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1583848129565,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,-83.0,,,,,,,,,,,,,,,,,,,,,,967.456,VielberthGebaeude.1.47,,,-62.0,-84.0,,,,,-84.0,,,,,-77.0,-81.0,-57.0,,-90.0,,,,-73.0,,,,,-62.0,-84.0,,,,,-84.0,,,,,,-81.0,,-55.0,,-90.0,,,,-74.0,,,,,-63.0,-85.0,,,,,,,,,,-78.0,-79.0,-44.0,-55.0,,-89.0,,,,-73.0,,,,,-62.0,-83.0,,,,,,,,,,,-78.0,-80.0,,-44.0,-56.0,,-89.0,,,,,-74.0,,,-44.0,-78.0,-43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1583848134662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,967.5039999999999,VielberthGebaeude.1.47,,,-66.0,-88.0,,,,,-86.0,,,,,-77.0,-79.0,-61.0,,-86.0,,,,-77.0,,,,,-66.0,-88.0,,,,,-87.0,,,,,,-79.0,,-59.0,,-88.0,,,,-79.0,,,,,-67.0,-89.0,,,,,,,,,,-78.0,-79.0,-45.0,-59.0,,-87.0,,,,-77.0,,,,,-66.0,-87.0,,,,,,,,,,,-78.0,-79.0,,-45.0,-60.0,,-86.0,,,,,-78.0,,,-44.0,-77.0,-44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1583848139842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,,,967.5369999999999,VielberthGebaeude.1.47,,,-67.0,-89.0,,,,,-87.0,,-89.0,,,-77.0,-75.0,-56.0,,,,,,-79.0,,,,,-63.0,-88.0,,,,,-87.0,,-90.0,,,,-75.0,,-55.0,,-86.0,,,,-80.0,,,,,-63.0,-89.0,,,,,,-89.0,,,,-76.0,-75.0,-45.0,-55.0,,-86.0,,,,-79.0,,,,,-64.0,-87.0,,,,,,-91.0,,,,,-76.0,-75.0,,-45.0,-55.0,,,,,,,-79.0,,,-70.0,-75.0,-45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1583848144821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,967.493,VielberthGebaeude.1.47,,,-64.0,-88.0,,,,,,,,,,-76.0,-78.0,-62.0,,-84.0,,,,-73.0,,,,,-63.0,-87.0,,,,,-84.0,,,,,,-77.0,,-60.0,,-82.0,,,,-75.0,,,,,-64.0,-89.0,,,,,,,,,,-76.0,-77.0,-41.0,-60.0,,-82.0,,,,-73.0,,,,,-64.0,-86.0,,,,,,,,,,,-76.0,-78.0,,-41.0,-60.0,,-84.0,,,,,-75.0,,,-46.0,-75.0,-41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
