timestamp;nodeId;nodeX;nodeY;pressure;accuracy
1583849138811;VielberthGebaeude.2.68;2105.00;907.00;967.042;3
1583849138912;VielberthGebaeude.2.68;2105.00;907.00;967.042;3
1583849139013;VielberthGebaeude.2.68;2105.00;907.00;967.034;3
1583849139115;VielberthGebaeude.2.68;2105.00;907.00;967.031;3
1583849139216;VielberthGebaeude.2.68;2105.00;907.00;967.031;3
1583849139317;VielberthGebaeude.2.68;2105.00;907.00;967.018;3
1583849139417;VielberthGebaeude.2.68;2105.00;907.00;967.018;3
1583849139518;VielberthGebaeude.2.68;2105.00;907.00;967.007;3
1583849139620;VielberthGebaeude.2.68;2105.00;907.00;967.007;3
1583849139723;VielberthGebaeude.2.68;2105.00;907.00;967.004;3
1583849139825;VielberthGebaeude.2.68;2105.00;907.00;967.004;3
1583849139926;VielberthGebaeude.2.68;2105.00;907.00;966.994;3
1583849140026;VielberthGebaeude.2.68;2105.00;907.00;966.987;3
1583849140126;VielberthGebaeude.2.68;2105.00;907.00;966.987;3
1583849140226;VielberthGebaeude.2.68;2105.00;907.00;966.977;3
1583849140326;VielberthGebaeude.2.68;2105.00;907.00;966.977;3
1583849140428;VielberthGebaeude.2.68;2105.00;907.00;966.966;3
1583849140528;VielberthGebaeude.2.68;2105.00;907.00;966.966;3
1583849140630;VielberthGebaeude.2.68;2105.00;907.00;966.962;3
1583849140731;VielberthGebaeude.2.68;2105.00;907.00;966.962;3
1583849140831;VielberthGebaeude.2.68;2105.00;907.00;966.958;3
1583849140931;VielberthGebaeude.2.68;2105.00;907.00;966.949;3
1583849141031;VielberthGebaeude.2.68;2105.00;907.00;966.949;3
1583849141132;VielberthGebaeude.2.68;2105.00;907.00;966.956;3
1583849141233;VielberthGebaeude.2.68;2105.00;907.00;966.956;3
1583849141333;VielberthGebaeude.2.68;2105.00;907.00;966.966;3
1583849141433;VielberthGebaeude.2.68;2105.00;907.00;966.966;3
1583849141533;VielberthGebaeude.2.68;2105.00;907.00;966.979;3
1583849141633;VielberthGebaeude.2.68;2105.00;907.00;966.979;3
1583849141735;VielberthGebaeude.2.68;2105.00;907.00;966.987;3
1583849141836;VielberthGebaeude.2.68;2105.00;907.00;966.981;3
1583849141936;VielberthGebaeude.2.68;2105.00;907.00;966.981;3
1583849142037;VielberthGebaeude.2.68;2105.00;907.00;966.990;3
1583849142138;VielberthGebaeude.2.68;2105.00;907.00;966.990;3
1583849142240;VielberthGebaeude.2.68;2105.00;907.00;966.996;3
1583849142341;VielberthGebaeude.2.68;2105.00;907.00;966.996;3
1583849142443;VielberthGebaeude.2.68;2105.00;907.00;967.010;3
1583849142543;VielberthGebaeude.2.68;2105.00;907.00;967.010;3
1583849142643;VielberthGebaeude.2.68;2105.00;907.00;967.004;3
1583849142744;VielberthGebaeude.2.68;2105.00;907.00;966.997;3
1583849142846;VielberthGebaeude.2.68;2105.00;907.00;966.997;3
1583849142946;VielberthGebaeude.2.68;2105.00;907.00;967.001;3
1583849143046;VielberthGebaeude.2.68;2105.00;907.00;967.001;3
1583849143148;VielberthGebaeude.2.68;2105.00;907.00;967.009;3
1583849143249;VielberthGebaeude.2.68;2105.00;907.00;967.009;3
1583849143350;VielberthGebaeude.2.68;2105.00;907.00;967.011;3
1583849143452;VielberthGebaeude.2.68;2105.00;907.00;967.011;3
1583849143551;VielberthGebaeude.2.68;2105.00;907.00;967.009;3
1583849143652;VielberthGebaeude.2.68;2105.00;907.00;967.002;3
1583849143753;VielberthGebaeude.2.68;2105.00;907.00;967.002;3
1583849143855;VielberthGebaeude.2.68;2105.00;907.00;967.011;3
1583849143958;VielberthGebaeude.2.68;2105.00;907.00;967.011;3
1583849144059;VielberthGebaeude.2.68;2105.00;907.00;967.010;3
1583849144161;VielberthGebaeude.2.68;2105.00;907.00;967.010;3
1583849144261;VielberthGebaeude.2.68;2105.00;907.00;967.011;3
1583849144361;VielberthGebaeude.2.68;2105.00;907.00;967.011;3
1583849144461;VielberthGebaeude.2.68;2105.00;907.00;967.009;3
1583849144563;VielberthGebaeude.2.68;2105.00;907.00;967.019;3
1583849144663;VielberthGebaeude.2.68;2105.00;907.00;967.019;3
1583849144763;VielberthGebaeude.2.68;2105.00;907.00;967.019;3
1583849144863;VielberthGebaeude.2.68;2105.00;907.00;967.019;3
1583849144965;VielberthGebaeude.2.68;2105.00;907.00;967.015;3
1583849145065;VielberthGebaeude.2.68;2105.00;907.00;967.015;3
1583849145167;VielberthGebaeude.2.68;2105.00;907.00;967.002;3
1583849145268;VielberthGebaeude.2.68;2105.00;907.00;967.002;3
1583849145368;VielberthGebaeude.2.68;2105.00;907.00;967.011;3
1583849145468;VielberthGebaeude.2.68;2105.00;907.00;967.004;3
1583849145570;VielberthGebaeude.2.68;2105.00;907.00;967.004;3
1583849145671;VielberthGebaeude.2.68;2105.00;907.00;967.004;3
1583849145771;VielberthGebaeude.2.68;2105.00;907.00;967.004;3
1583849145871;VielberthGebaeude.2.68;2105.00;907.00;966.992;3
1583849145972;VielberthGebaeude.2.68;2105.00;907.00;966.992;3
1583849146073;VielberthGebaeude.2.68;2105.00;907.00;966.996;3
1583849146174;VielberthGebaeude.2.68;2105.00;907.00;966.996;3
1583849146274;VielberthGebaeude.2.68;2105.00;907.00;966.991;3
1583849146374;VielberthGebaeude.2.68;2105.00;907.00;966.990;3
1583849146476;VielberthGebaeude.2.68;2105.00;907.00;966.990;3
1583849146576;VielberthGebaeude.2.68;2105.00;907.00;966.990;3
1583849146676;VielberthGebaeude.2.68;2105.00;907.00;966.990;3
1583849146777;VielberthGebaeude.2.68;2105.00;907.00;966.993;3
1583849146878;VielberthGebaeude.2.68;2105.00;907.00;966.993;3
1583849146978;VielberthGebaeude.2.68;2105.00;907.00;966.990;3
1583849147079;VielberthGebaeude.2.68;2105.00;907.00;966.990;3
1583849147179;VielberthGebaeude.2.68;2105.00;907.00;967.003;3
1583849147279;VielberthGebaeude.2.68;2105.00;907.00;967.002;3
1583849147379;VielberthGebaeude.2.68;2105.00;907.00;967.002;3
1583849147479;VielberthGebaeude.2.68;2105.00;907.00;967.003;3
1583849147580;VielberthGebaeude.2.68;2105.00;907.00;967.003;3
1583849147679;VielberthGebaeude.2.68;2105.00;907.00;967.003;3
1583849147780;VielberthGebaeude.2.68;2105.00;907.00;967.003;3
1583849147882;VielberthGebaeude.2.68;2105.00;907.00;966.997;3
1583849147982;VielberthGebaeude.2.68;2105.00;907.00;966.997;3
1583849148083;VielberthGebaeude.2.68;2105.00;907.00;967.002;3
1583849148185;VielberthGebaeude.2.68;2105.00;907.00;967.010;3
1583849148286;VielberthGebaeude.2.68;2105.00;907.00;967.010;3
1583849148387;VielberthGebaeude.2.68;2105.00;907.00;967.001;3
1583849148487;VielberthGebaeude.2.68;2105.00;907.00;967.001;3
1583849148589;VielberthGebaeude.2.68;2105.00;907.00;966.996;3
1583849148690;VielberthGebaeude.2.68;2105.00;907.00;966.996;3
1583849148792;VielberthGebaeude.2.68;2105.00;907.00;967.006;3
1583849148896;VielberthGebaeude.2.68;2105.00;907.00;967.006;3
1583849148997;VielberthGebaeude.2.68;2105.00;907.00;966.994;3
1583849149097;VielberthGebaeude.2.68;2105.00;907.00;966.994;3
1583849149197;VielberthGebaeude.2.68;2105.00;907.00;966.994;3
1583849149298;VielberthGebaeude.2.68;2105.00;907.00;966.993;3
1583849149399;VielberthGebaeude.2.68;2105.00;907.00;966.993;3
1583849149501;VielberthGebaeude.2.68;2105.00;907.00;966.980;3
1583849149601;VielberthGebaeude.2.68;2105.00;907.00;966.980;3
1583849149701;VielberthGebaeude.2.68;2105.00;907.00;966.983;3
1583849149802;VielberthGebaeude.2.68;2105.00;907.00;966.983;3
1583849149902;VielberthGebaeude.2.68;2105.00;907.00;966.976;3
1583849150004;VielberthGebaeude.2.68;2105.00;907.00;966.962;3
1583849150106;VielberthGebaeude.2.68;2105.00;907.00;966.962;3
1583849150208;VielberthGebaeude.2.68;2105.00;907.00;966.973;3
1583849150310;VielberthGebaeude.2.68;2105.00;907.00;966.973;3
1583849150413;VielberthGebaeude.2.68;2105.00;907.00;966.973;3
1583849150514;VielberthGebaeude.2.68;2105.00;907.00;966.973;3
1583849150614;VielberthGebaeude.2.68;2105.00;907.00;966.960;3
1583849150715;VielberthGebaeude.2.68;2105.00;907.00;966.960;3
1583849150815;VielberthGebaeude.2.68;2105.00;907.00;966.949;3
1583849150915;VielberthGebaeude.2.68;2105.00;907.00;966.950;3
1583849151015;VielberthGebaeude.2.68;2105.00;907.00;966.950;3
1583849151115;VielberthGebaeude.2.68;2105.00;907.00;966.958;3
1583849151216;VielberthGebaeude.2.68;2105.00;907.00;966.958;3
1583849151317;VielberthGebaeude.2.68;2105.00;907.00;966.962;3
1583849151417;VielberthGebaeude.2.68;2105.00;907.00;966.962;3
1583849151517;VielberthGebaeude.2.68;2105.00;907.00;966.956;3
1583849151621;VielberthGebaeude.2.68;2105.00;907.00;966.956;3
1583849151720;VielberthGebaeude.2.68;2105.00;907.00;966.960;3
1583849151821;VielberthGebaeude.2.68;2105.00;907.00;966.971;3
1583849151922;VielberthGebaeude.2.68;2105.00;907.00;966.971;3
1583849152024;VielberthGebaeude.2.68;2105.00;907.00;966.987;3
1583849152124;VielberthGebaeude.2.68;2105.00;907.00;966.987;3
1583849152225;VielberthGebaeude.2.68;2105.00;907.00;966.987;3
1583849152326;VielberthGebaeude.2.68;2105.00;907.00;966.987;3
1583849152426;VielberthGebaeude.2.68;2105.00;907.00;967.004;3
1583849152526;VielberthGebaeude.2.68;2105.00;907.00;967.004;3
1583849152626;VielberthGebaeude.2.68;2105.00;907.00;967.002;3
1583849152726;VielberthGebaeude.2.68;2105.00;907.00;967.009;3
1583849152827;VielberthGebaeude.2.68;2105.00;907.00;967.009;3
1583849152928;VielberthGebaeude.2.68;2105.00;907.00;966.996;3
1583849153029;VielberthGebaeude.2.68;2105.00;907.00;966.996;3
1583849153131;VielberthGebaeude.2.68;2105.00;907.00;966.997;3
1583849153231;VielberthGebaeude.2.68;2105.00;907.00;966.997;3
1583849153331;VielberthGebaeude.2.68;2105.00;907.00;966.988;3
1583849153432;VielberthGebaeude.2.68;2105.00;907.00;966.988;3
1583849153532;VielberthGebaeude.2.68;2105.00;907.00;966.989;3
1583849153632;VielberthGebaeude.2.68;2105.00;907.00;966.989;3
1583849153732;VielberthGebaeude.2.68;2105.00;907.00;966.989;3
1583849153833;VielberthGebaeude.2.68;2105.00;907.00;966.983;3
1583849153933;VielberthGebaeude.2.68;2105.00;907.00;966.983;3
1583849154033;VielberthGebaeude.2.68;2105.00;907.00;966.990;3
1583849154133;VielberthGebaeude.2.68;2105.00;907.00;966.990;3
1583849154236;VielberthGebaeude.2.68;2105.00;907.00;966.979;3
1583849154336;VielberthGebaeude.2.68;2105.00;907.00;966.979;3
1583849154436;VielberthGebaeude.2.68;2105.00;907.00;966.969;3
1583849154537;VielberthGebaeude.2.68;2105.00;907.00;966.965;3
1583849154638;VielberthGebaeude.2.68;2105.00;907.00;966.965;3
1583849154738;VielberthGebaeude.2.68;2105.00;907.00;966.969;3
1583849154838;VielberthGebaeude.2.68;2105.00;907.00;966.969;3
1583849154940;VielberthGebaeude.2.68;2105.00;907.00;966.964;3
1583849155042;VielberthGebaeude.2.68;2105.00;907.00;966.964;3
1583849155143;VielberthGebaeude.2.68;2105.00;907.00;966.975;3
1583849155244;VielberthGebaeude.2.68;2105.00;907.00;966.975;3
1583849155346;VielberthGebaeude.2.68;2105.00;907.00;966.969;3
1583849155447;VielberthGebaeude.2.68;2105.00;907.00;966.993;3
1583849155550;VielberthGebaeude.2.68;2105.00;907.00;966.993;3
1583849155651;VielberthGebaeude.2.68;2105.00;907.00;966.992;3
1583849155751;VielberthGebaeude.2.68;2105.00;907.00;966.992;3
1583849155851;VielberthGebaeude.2.68;2105.00;907.00;967.007;3
1583849155951;VielberthGebaeude.2.68;2105.00;907.00;967.007;3
1583849156053;VielberthGebaeude.2.68;2105.00;907.00;966.994;3
1583849156154;VielberthGebaeude.2.68;2105.00;907.00;966.994;3
1583849156254;VielberthGebaeude.2.68;2105.00;907.00;966.990;3
1583849156355;VielberthGebaeude.2.68;2105.00;907.00;966.985;3
1583849156455;VielberthGebaeude.2.68;2105.00;907.00;966.985;3
1583849156555;VielberthGebaeude.2.68;2105.00;907.00;966.979;3
1583849156657;VielberthGebaeude.2.68;2105.00;907.00;966.979;3
1583849156757;VielberthGebaeude.2.68;2105.00;907.00;966.967;3
1583849156858;VielberthGebaeude.2.68;2105.00;907.00;966.967;3
1583849156959;VielberthGebaeude.2.68;2105.00;907.00;966.974;3
1583849157061;VielberthGebaeude.2.68;2105.00;907.00;966.974;3
1583849157161;VielberthGebaeude.2.68;2105.00;907.00;966.965;3
1583849157263;VielberthGebaeude.2.68;2105.00;907.00;966.950;3
1583849157363;VielberthGebaeude.2.68;2105.00;907.00;966.950;3
1583849157465;VielberthGebaeude.2.68;2105.00;907.00;966.944;3
1583849157566;VielberthGebaeude.2.68;2105.00;907.00;966.944;3
1583849157668;VielberthGebaeude.2.68;2105.00;907.00;966.941;3
1583849157769;VielberthGebaeude.2.68;2105.00;907.00;966.941;3
1583849157871;VielberthGebaeude.2.68;2105.00;907.00;966.948;3
1583849157971;VielberthGebaeude.2.68;2105.00;907.00;966.948;3
1583849158071;VielberthGebaeude.2.68;2105.00;907.00;966.955;3
1583849158173;VielberthGebaeude.2.68;2105.00;907.00;966.942;3
1583849158273;VielberthGebaeude.2.68;2105.00;907.00;966.942;3
1583849158374;VielberthGebaeude.2.68;2105.00;907.00;966.954;3
1583849158475;VielberthGebaeude.2.68;2105.00;907.00;966.954;3
1583849158575;VielberthGebaeude.2.68;2105.00;907.00;966.971;3
1583849158675;VielberthGebaeude.2.68;2105.00;907.00;966.971;3
1583849158776;VielberthGebaeude.2.68;2105.00;907.00;966.971;3
